,date,ap_daily,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27
1665,1954-07-24,8.052,12,9,9,5,3,7,5,6,3,4,2,0,5,5,12,5,5,5,5,18,15,9,6,7,3,5,4
1666,1954-07-25,12.073,3,4,2,0,5,5,12,5,5,5,5,18,15,9,6,7,3,5,4,9,15,22,18,12,7,5,6
1667,1954-07-26,8.042,5,5,5,18,15,9,6,7,3,5,4,9,15,22,18,12,7,5,6,6,6,9,9,18,7,4,6
1668,1954-07-27,10.063,3,5,4,9,15,22,18,12,7,5,6,6,6,9,9,18,7,4,6,15,18,6,7,9,7,7,15
1669,1954-07-28,17.094,7,5,6,6,6,9,9,18,7,4,6,15,18,6,7,9,7,7,15,7,27,9,22,27,27,9,9
1670,1954-07-29,10.063,7,4,6,15,18,6,7,9,7,7,15,7,27,9,22,27,27,9,9,15,12,12,15,9,6,7,3
1671,1954-07-30,6.031,7,7,15,7,27,9,22,27,27,9,9,15,12,12,15,9,6,7,3,15,3,3,6,7,7,3,6
1672,1954-07-31,8.042,27,9,9,15,12,12,15,9,6,7,3,15,3,3,6,7,7,3,6,5,6,15,6,12,5,6,9
1673,1954-08-01,10.052,6,7,3,15,3,3,6,7,7,3,6,5,6,15,6,12,5,6,9,5,5,6,22,18,9,7,5
1674,1954-08-02,8.042,7,3,6,5,6,15,6,12,5,6,9,5,5,6,22,18,9,7,5,9,18,7,9,3,5,6,3
1675,1954-08-03,5.021,5,6,9,5,5,6,22,18,9,7,5,9,18,7,9,3,5,6,3,3,4,3,12,4,3,7,6
1676,1954-08-04,6.031,9,7,5,9,18,7,9,3,5,6,3,3,4,3,12,4,3,7,6,4,6,15,3,7,5,7,3
1677,1954-08-05,6.031,5,6,3,3,4,3,12,4,3,7,6,4,6,15,3,7,5,7,3,6,6,3,3,5,6,7,12
1678,1954-08-06,16.094,3,7,6,4,6,15,3,7,5,7,3,6,6,3,3,5,6,7,12,9,12,22,9,15,6,32,27
1679,1954-08-07,11.073,5,7,3,6,6,3,3,5,6,7,12,9,12,22,9,15,6,32,27,12,2,5,15,15,18,15,9
1680,1954-08-08,6.031,6,7,12,9,12,22,9,15,6,32,27,12,2,5,15,15,18,15,9,7,4,7,9,7,5,2,4
1681,1954-08-09,9.052,6,32,27,12,2,5,15,15,18,15,9,7,4,7,9,7,5,2,4,6,4,9,3,22,12,7,12
1682,1954-08-10,7.031,18,15,9,7,4,7,9,7,5,2,4,6,4,9,3,22,12,7,12,12,5,12,4,3,7,4,7
1683,1954-08-11,7.042,5,2,4,6,4,9,3,22,12,7,12,12,5,12,4,3,7,4,7,15,7,9,6,5,6,5,4
1684,1954-08-12,7.031,12,7,12,12,5,12,4,3,7,4,7,15,7,9,6,5,6,5,4,12,7,7,9,5,3,5,5
1685,1954-08-13,6.031,7,4,7,15,7,9,6,5,6,5,4,12,7,7,9,5,3,5,5,2,6,7,7,6,9,6,4
1686,1954-08-14,7.042,6,5,4,12,7,7,9,5,3,5,5,2,6,7,7,6,9,6,4,15,5,9,7,4,4,6,9
1687,1954-08-15,7.042,3,5,5,2,6,7,7,6,9,6,4,15,5,9,7,4,4,6,9,9,3,5,4,4,4,18,12
1688,1954-08-16,11.063,9,6,4,15,5,9,7,4,4,6,9,9,3,5,4,4,4,18,12,5,6,15,18,22,9,6,7
1689,1954-08-17,9.052,4,6,9,9,3,5,4,4,4,18,12,5,6,15,18,22,9,6,7,6,7,18,15,7,5,6,5
1690,1954-08-18,9.052,4,18,12,5,6,15,18,22,9,6,7,6,7,18,15,7,5,6,5,6,9,9,15,12,7,9,6
1691,1954-08-19,9.052,9,6,7,6,7,18,15,7,5,6,5,6,9,9,15,12,7,9,6,22,9,7,5,5,6,7,12
1692,1954-08-20,7.031,5,6,5,6,9,9,15,12,7,9,6,22,9,7,5,5,6,7,12,9,12,7,4,6,7,4,4
1693,1954-08-21,13.073,7,9,6,22,9,7,5,5,6,7,12,9,12,7,4,6,7,4,4,5,15,27,32,9,5,6,5
1694,1954-08-22,17.094,6,7,12,9,12,7,4,6,7,4,4,5,15,27,32,9,5,6,5,32,48,18,6,6,5,4,15
1695,1954-08-23,8.042,7,4,4,5,15,27,32,9,5,6,5,32,48,18,6,6,5,4,15,12,4,2,6,6,6,15,12
1696,1954-08-24,21.115,5,6,5,32,48,18,6,6,5,4,15,12,4,2,6,6,6,15,12,18,12,22,15,48,15,18,18
1697,1954-08-25,8.042,5,4,15,12,4,2,6,6,6,15,12,18,12,22,15,48,15,18,18,22,7,9,6,4,4,4,5
1698,1954-08-26,16.094,6,15,12,18,12,22,15,48,15,18,18,22,7,9,6,4,4,4,5,5,39,32,9,9,9,12,12
1699,1954-08-27,14.084,15,18,18,22,7,9,6,4,4,4,5,5,39,32,9,9,9,12,12,48,9,9,15,4,6,12,12
1700,1954-08-28,14.084,4,4,5,5,39,32,9,9,9,12,12,48,9,9,15,4,6,12,12,15,27,7,12,15,9,6,22
1701,1954-08-29,15.084,9,12,12,48,9,9,15,4,6,12,12,15,27,7,12,15,9,6,22,18,22,22,22,9,6,12,9
1702,1954-08-30,9.052,6,12,12,15,27,7,12,15,9,6,22,18,22,22,22,9,6,12,9,12,7,12,7,12,12,7,5
1703,1954-08-31,9.052,9,6,22,18,22,22,22,9,6,12,9,12,7,12,7,12,12,7,5,7,7,7,4,5,9,15,15
1704,1954-09-01,27.126,6,12,9,12,7,12,7,12,12,7,5,7,7,7,4,5,9,15,15,12,15,9,18,39,27,32,67
1705,1954-09-02,22.115,12,7,5,7,7,7,4,5,9,15,15,12,15,9,18,39,27,32,67,56,32,27,22,4,12,9,18
1706,1954-09-03,24.126,9,15,15,12,15,9,18,39,27,32,67,56,32,27,22,4,12,9,18,7,9,15,32,27,32,32,39
1707,1954-09-04,16.094,27,32,67,56,32,27,22,4,12,9,18,7,9,15,32,27,32,32,39,22,18,15,18,18,27,4,7
1708,1954-09-05,12.073,12,9,18,7,9,15,32,27,32,32,39,22,18,15,18,18,27,4,7,15,15,15,18,12,6,7,5
1709,1954-09-06,21.115,32,32,39,22,18,15,18,18,27,4,7,15,15,15,18,12,6,7,5,12,9,9,5,6,32,67,27
1710,1954-09-07,17.094,27,4,7,15,15,15,18,12,6,7,5,12,9,9,5,6,32,67,27,15,22,22,15,9,18,18,15
1711,1954-09-08,8.052,6,7,5,12,9,9,5,6,32,67,27,15,22,22,15,9,18,18,15,15,7,3,5,7,12,15,4
1712,1954-09-09,14.084,32,67,27,15,22,22,15,9,18,18,15,15,7,3,5,7,12,15,4,5,27,22,6,18,15,5,12
1713,1954-09-10,10.063,18,18,15,15,7,3,5,7,12,15,4,5,27,22,6,18,15,5,12,6,18,15,12,9,7,5,7
1714,1954-09-11,12.073,12,15,4,5,27,22,6,18,15,5,12,6,18,15,12,9,7,5,7,6,12,15,18,15,18,6,7
1715,1954-09-12,6.031,15,5,12,6,18,15,12,9,7,5,7,6,12,15,18,15,18,6,7,2,3,6,12,6,5,5,7
1716,1954-09-13,8.042,7,5,7,6,12,15,18,15,18,6,7,2,3,6,12,6,5,5,7,7,3,6,6,4,3,4,32
1717,1954-09-14,30.136,18,6,7,2,3,6,12,6,5,5,7,7,3,6,6,4,3,4,32,22,67,32,18,48,18,7,32
1718,1954-09-15,14.084,5,5,7,7,3,6,6,4,3,4,32,22,67,32,18,48,18,7,32,9,9,18,27,22,15,6,9
1719,1954-09-16,21.115,3,4,32,22,67,32,18,48,18,7,32,9,9,18,27,22,15,6,9,32,27,18,22,27,15,15,9
1720,1954-09-17,10.052,18,7,32,9,9,18,27,22,15,6,9,32,27,18,22,27,15,15,9,27,12,6,7,2,3,9,12
1721,1954-09-18,14.084,15,6,9,32,27,18,22,27,15,15,9,27,12,6,7,2,3,9,12,27,9,18,18,4,12,12,15
1722,1954-09-19,9.052,15,15,9,27,12,6,7,2,3,9,12,27,9,18,18,4,12,12,15,9,12,15,5,6,7,9,9
1723,1954-09-20,45.157,3,9,12,27,9,18,18,4,12,12,15,9,12,15,5,6,7,9,9,22,27,27,15,39,80,11,39
1724,1954-09-21,26.126,12,12,15,9,12,15,5,6,7,9,9,22,27,27,15,39,80,11,39,27,32,22,27,22,32,32,12
1725,1954-09-22,11.063,7,9,9,22,27,27,15,39,80,11,39,27,32,22,27,22,32,32,12,9,9,9,12,22,9,9,6
1726,1954-09-23,8.042,80,11,39,27,32,22,27,22,32,32,12,9,9,9,12,22,9,9,6,6,4,15,18,7,5,4,4
1727,1954-09-24,10.052,32,32,12,9,9,9,12,22,9,9,6,6,4,15,18,7,5,4,4,7,7,6,6,5,12,7,27
1728,1954-09-25,17.094,9,9,6,6,4,15,18,7,5,4,4,7,7,6,6,5,12,7,27,12,18,22,12,15,15,32,9
1729,1954-09-26,10.063,5,4,4,7,7,6,6,5,12,7,27,12,18,22,12,15,15,32,9,15,12,15,7,9,6,9,6
1730,1954-09-27,12.073,12,7,27,12,18,22,12,15,15,32,9,15,12,15,7,9,6,9,6,6,7,6,7,6,15,27,18
1731,1954-09-28,17.094,15,32,9,15,12,15,7,9,6,9,6,6,7,6,7,6,15,27,18,48,22,18,12,15,7,5,9
1732,1954-09-29,30.136,6,9,6,6,7,6,7,6,15,27,18,48,22,18,12,15,7,5,9,27,27,12,22,12,39,48,56
1733,1954-09-30,18.105,15,27,18,48,22,18,12,15,7,5,9,27,27,12,22,12,39,48,56,6,27,22,22,9,9,22,27
1734,1954-10-01,44.157,7,5,9,27,27,12,22,12,39,48,56,6,27,22,22,9,9,22,27,39,94,56,39,15,67,27,12
1735,1954-10-02,11.063,39,48,56,6,27,22,22,9,9,22,27,39,94,56,39,15,67,27,12,18,22,9,2,3,2,6,27
1736,1954-10-03,28.126,9,22,27,39,94,56,39,15,67,27,12,18,22,9,2,3,2,6,27,39,39,27,9,15,22,22,48
1737,1954-10-04,22.115,67,27,12,18,22,9,2,3,2,6,27,39,39,27,9,15,22,22,48,80,27,12,15,7,18,7,12
1738,1954-10-05,9.052,2,6,27,39,39,27,9,15,22,22,48,80,27,12,15,7,18,7,12,5,12,5,6,3,9,22,12
1739,1954-10-06,22.115,22,22,48,80,27,12,15,7,18,7,12,5,12,5,6,3,9,22,12,7,22,22,15,39,56,7,9
1740,1954-10-07,10.063,18,7,12,5,12,5,6,3,9,22,12,7,22,22,15,39,56,7,9,6,7,6,15,18,18,7,5
1741,1954-10-08,11.063,9,22,12,7,22,22,15,39,56,7,9,6,7,6,15,18,18,7,5,12,9,7,5,18,15,7,12
1742,1954-10-09,5.021,56,7,9,6,7,6,15,18,18,7,5,12,9,7,5,18,15,7,12,7,15,7,3,2,2,2,5
1743,1954-10-10,6.021,18,7,5,12,9,7,5,18,15,7,12,7,15,7,3,2,2,2,5,6,12,6,4,3,2,7,4
1744,1954-10-11,6.031,15,7,12,7,15,7,3,2,2,2,5,6,12,6,4,3,2,7,4,9,12,12,6,5,2,2,0
1745,1954-10-12,0.0,2,2,5,6,12,6,4,3,2,7,4,9,12,12,6,5,2,2,0,0,0,0,0,0,0,0,0
1746,1954-10-13,3.01,2,7,4,9,12,12,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,6
1747,1954-10-14,6.031,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,6,7,2,3,9,3,4,15,7
1748,1954-10-15,5.021,0,0,0,0,0,4,4,2,3,4,6,7,2,3,9,3,4,15,7,6,7,7,9,6,2,2,3
1749,1954-10-16,8.052,3,4,6,7,2,3,9,3,4,15,7,6,7,7,9,6,2,2,3,5,0,6,3,9,27,12,6
1750,1954-10-17,8.042,4,15,7,6,7,7,9,6,2,2,3,5,0,6,3,9,27,12,6,7,9,5,6,5,5,7,18
1751,1954-10-18,40.146,2,2,3,5,0,6,3,9,27,12,6,7,9,5,6,5,5,7,18,39,39,39,56,56,67,7,15
1752,1954-10-19,18.105,27,12,6,7,9,5,6,5,5,7,18,39,39,39,56,56,67,7,15,9,18,15,39,27,22,9,9
1753,1954-10-20,14.084,5,7,18,39,39,39,56,56,67,7,15,9,18,15,39,27,22,9,9,22,9,27,18,15,6,6,12
1754,1954-10-21,6.031,67,7,15,9,18,15,39,27,22,9,9,22,9,27,18,15,6,6,12,6,4,7,9,6,4,6,3
1755,1954-10-22,11.063,22,9,9,22,9,27,18,15,6,6,12,6,4,7,9,6,4,6,3,3,7,12,9,6,15,18,15
1756,1954-10-23,25.126,6,6,12,6,4,7,9,6,4,6,3,3,7,12,9,6,15,18,15,22,15,18,32,18,22,32,39
1757,1954-10-24,45.157,4,6,3,3,7,12,9,6,15,18,15,22,15,18,32,18,22,32,39,48,56,48,32,32,80,39,27
1758,1954-10-25,24.126,15,18,15,22,15,18,32,18,22,32,39,48,56,48,32,32,80,39,27,39,56,27,22,27,12,6,5
1759,1954-10-26,10.063,22,32,39,48,56,48,32,32,80,39,27,39,56,27,22,27,12,6,5,12,9,18,9,5,9,15,7
1760,1954-10-27,17.094,80,39,27,39,56,27,22,27,12,6,5,12,9,18,9,5,9,15,7,4,12,18,48,18,27,6,4
1761,1954-10-28,6.031,12,6,5,12,9,18,9,5,9,15,7,4,12,18,48,18,27,6,4,12,9,6,6,4,7,4,4
1762,1954-10-29,6.031,9,15,7,4,12,18,48,18,27,6,4,12,9,6,6,4,7,4,4,2,3,6,12,6,2,3,12
1763,1954-10-30,17.094,27,6,4,12,9,6,6,4,7,4,4,2,3,6,12,6,2,3,12,27,48,9,4,15,7,7,18
1764,1954-10-31,16.094,7,4,4,2,3,6,12,6,2,3,12,27,48,9,4,15,7,7,18,6,15,15,15,15,15,18,32
1765,1954-11-01,28.126,2,3,12,27,48,9,4,15,7,7,18,6,15,15,15,15,15,18,32,22,22,15,15,39,39,39,32
1766,1954-11-02,26.126,7,7,18,6,15,15,15,15,15,18,32,22,22,15,15,39,39,39,32,80,32,12,12,27,15,18,15
1767,1954-11-03,18.105,15,18,32,22,22,15,15,39,39,39,32,80,32,12,12,27,15,18,15,27,27,27,9,12,22,12,5
1768,1954-11-04,6.031,39,39,32,80,32,12,12,27,15,18,15,27,27,27,9,12,22,12,5,4,7,5,9,5,9,4,6
1769,1954-11-05,9.052,15,18,15,27,27,27,9,12,22,12,5,4,7,5,9,5,9,4,6,15,9,22,12,7,4,5,0
1770,1954-11-06,8.052,22,12,5,4,7,5,9,5,9,4,6,15,9,22,12,7,4,5,0,12,9,9,5,6,7,12,7
1771,1954-11-07,5.021,9,4,6,15,9,22,12,7,4,5,0,12,9,9,5,6,7,12,7,12,5,4,4,2,4,3,3
1772,1954-11-08,5.021,4,5,0,12,9,9,5,6,7,12,7,12,5,4,4,2,4,3,3,6,4,4,5,4,6,7,4
1773,1954-11-09,4.01,7,12,7,12,5,4,4,2,4,3,3,6,4,4,5,4,6,7,4,2,6,3,4,3,7,6,3
1774,1954-11-10,2.0,4,3,3,6,4,4,5,4,6,7,4,2,6,3,4,3,7,6,3,6,3,2,3,0,0,0,2
1775,1954-11-11,5.021,6,7,4,2,6,3,4,3,7,6,3,6,3,2,3,0,0,0,2,2,7,3,7,7,4,7,3
1776,1954-11-12,9.052,7,6,3,6,3,2,3,0,0,0,2,2,7,3,7,7,4,7,3,6,22,6,9,12,4,7,5
1777,1954-11-13,5.021,0,0,2,2,7,3,7,7,4,7,3,6,22,6,9,12,4,7,5,6,5,4,3,3,6,6,5
1778,1954-11-14,6.021,4,7,3,6,22,6,9,12,4,7,5,6,5,4,3,3,6,6,5,7,6,5,3,4,6,6,7
1779,1954-11-15,2.0,4,7,5,6,5,4,3,3,6,6,5,7,6,5,3,4,6,6,7,6,2,0,0,2,2,3,2
1780,1954-11-16,1.0,6,6,5,7,6,5,3,4,6,6,7,6,2,0,0,2,2,3,2,3,0,2,0,0,0,0,0
1781,1954-11-17,3.0,6,6,7,6,2,0,0,2,2,3,2,3,0,2,0,0,0,0,0,0,2,5,5,4,2,0,3
1782,1954-11-18,6.031,2,3,2,3,0,2,0,0,0,0,0,0,2,5,5,4,2,0,3,5,3,4,5,7,9,6,6
1783,1954-11-19,12.073,0,0,0,0,2,5,5,4,2,0,3,5,3,4,5,7,9,6,6,5,32,7,6,4,12,12,15
1784,1954-11-20,16.094,2,0,3,5,3,4,5,7,9,6,6,5,32,7,6,4,12,12,15,9,12,27,15,27,22,7,5
1785,1954-11-21,8.052,9,6,6,5,32,7,6,4,12,12,15,9,12,27,15,27,22,7,5,9,6,9,9,12,6,4,12
1786,1954-11-22,7.042,12,12,15,9,12,27,15,27,22,7,5,9,6,9,9,12,6,4,12,7,9,22,5,2,3,5,5
1787,1954-11-23,13.073,22,7,5,9,6,9,9,12,6,4,12,7,9,22,5,2,3,5,5,4,15,4,7,6,39,18,9
1788,1954-11-24,6.031,6,4,12,7,9,22,5,2,3,5,5,4,15,4,7,6,39,18,9,7,9,9,7,4,7,7,2
1789,1954-11-25,6.031,3,5,5,4,15,4,7,6,39,18,9,7,9,9,7,4,7,7,2,3,7,7,9,7,3,4,12
1790,1954-11-26,6.031,39,18,9,7,9,9,7,4,7,7,2,3,7,7,9,7,3,4,12,7,6,6,5,7,5,6,6
1791,1954-11-27,8.052,7,7,2,3,7,7,9,7,3,4,12,7,6,6,5,7,5,6,6,7,15,9,9,4,9,12,2
1792,1954-11-28,5.021,3,4,12,7,6,6,5,7,5,6,6,7,15,9,9,4,9,12,2,4,2,2,6,12,4,4,9
1793,1954-11-29,11.063,5,6,6,7,15,9,9,4,9,12,2,4,2,2,6,12,4,4,9,3,3,5,9,22,22,9,12
1794,1954-11-30,13.073,9,12,2,4,2,2,6,12,4,4,9,3,3,5,9,22,22,9,12,15,39,7,5,7,12,9,9
1795,1954-12-01,6.031,4,4,9,3,3,5,9,22,22,9,12,15,39,7,5,7,12,9,9,12,12,7,3,2,5,5,5
1796,1954-12-02,6.031,22,9,12,15,39,7,5,7,12,9,9,12,12,7,3,2,5,5,5,7,5,5,6,7,6,4,9
1797,1954-12-03,5.021,12,9,9,12,12,7,3,2,5,5,5,7,5,5,6,7,6,4,9,12,3,6,5,2,3,5,5
1798,1954-12-04,4.01,5,5,5,7,5,5,6,7,6,4,9,12,3,6,5,2,3,5,5,0,0,4,9,6,3,7,3
1799,1954-12-05,5.021,6,4,9,12,3,6,5,2,3,5,5,0,0,4,9,6,3,7,3,5,4,3,3,3,9,7,5
1800,1954-12-06,5.021,3,5,5,0,0,4,9,6,3,7,3,5,4,3,3,3,9,7,5,6,5,5,6,3,3,5,5
1801,1954-12-07,10.052,3,7,3,5,4,3,3,3,9,7,5,6,5,5,6,3,3,5,5,12,9,15,4,6,7,9,15
1802,1954-12-08,4.021,9,7,5,6,5,5,6,3,3,5,5,12,9,15,4,6,7,9,15,7,9,4,3,4,2,2,5
1803,1954-12-09,6.021,3,5,5,12,9,15,4,6,7,9,15,7,9,4,3,4,2,2,5,7,7,7,7,6,2,4,4
1804,1954-12-10,3.01,7,9,15,7,9,4,3,4,2,2,5,7,7,7,7,6,2,4,4,2,3,5,5,3,2,4,3
1805,1954-12-11,2.0,2,2,5,7,7,7,7,6,2,4,4,2,3,5,5,3,2,4,3,3,0,2,2,3,3,2,0
1806,1954-12-12,8.042,2,4,4,2,3,5,5,3,2,4,3,3,0,2,2,3,3,2,0,2,6,9,5,5,9,12,15
1807,1954-12-13,6.031,2,4,3,3,0,2,2,3,3,2,0,2,6,9,5,5,9,12,15,15,7,3,4,3,3,9,7
1808,1954-12-14,3.01,3,2,0,2,6,9,5,5,9,12,15,15,7,3,4,3,3,9,7,7,4,2,2,2,3,2,2
1809,1954-12-15,1.0,9,12,15,15,7,3,4,3,3,9,7,7,4,2,2,2,3,2,2,3,0,0,3,0,0,0,2
1810,1954-12-16,2.0,3,9,7,7,4,2,2,2,3,2,2,3,0,0,3,0,0,0,2,0,4,2,3,2,2,2,0
1811,1954-12-17,16.094,3,2,2,3,0,0,3,0,0,0,2,0,4,2,3,2,2,2,0,5,9,32,27,22,18,7,9
1812,1954-12-18,16.094,0,0,2,0,4,2,3,2,2,2,0,5,9,32,27,22,18,7,9,39,32,6,12,7,6,5,18
1813,1954-12-19,8.042,2,2,0,5,9,32,27,22,18,7,9,39,32,6,12,7,6,5,18,7,6,5,6,15,12,6,7
1814,1954-12-20,11.063,18,7,9,39,32,6,12,7,6,5,18,7,6,5,6,15,12,6,7,6,12,9,12,15,7,7,22
1815,1954-12-21,6.021,6,5,18,7,6,5,6,15,12,6,7,6,12,9,12,15,7,7,22,9,3,3,6,7,5,5,6
1816,1954-12-22,5.021,12,6,7,6,12,9,12,15,7,7,22,9,3,3,6,7,5,5,6,12,4,4,5,2,3,5,2
1817,1954-12-23,4.021,7,7,22,9,3,3,6,7,5,5,6,12,4,4,5,2,3,5,2,4,6,4,6,4,5,4,3
1818,1954-12-24,4.01,5,5,6,12,4,4,5,2,3,5,2,4,6,4,6,4,5,4,3,3,4,4,3,6,2,4,3
1819,1954-12-25,5.021,3,5,2,4,6,4,6,4,5,4,3,3,4,4,3,6,2,4,3,5,0,5,4,7,7,7,5
1820,1954-12-26,4.01,5,4,3,3,4,4,3,6,2,4,3,5,0,5,4,7,7,7,5,4,4,2,4,5,4,5,6
1821,1954-12-27,17.094,2,4,3,5,0,5,4,7,7,7,5,4,4,2,4,5,4,5,6,32,9,5,12,48,9,6,15
1822,1954-12-28,9.052,7,7,5,4,4,2,4,5,4,5,6,32,9,5,12,48,9,6,15,15,18,3,9,5,9,7,6
1823,1954-12-29,6.031,4,5,6,32,9,5,12,48,9,6,15,15,18,3,9,5,9,7,6,4,6,5,7,9,6,5,5
1824,1954-12-30,6.021,9,6,15,15,18,3,9,5,9,7,6,4,6,5,7,9,6,5,5,3,5,6,9,6,3,3,9
1825,1954-12-31,5.021,9,7,6,4,6,5,7,9,6,5,5,3,5,6,9,6,3,3,9,6,6,2,7,6,5,4,3
1826,1955-01-01,6.031,6,5,5,3,5,6,9,6,3,3,9,6,6,2,7,6,5,4,3,5,5,5,7,4,5,7,9
1827,1955-01-02,6.031,3,3,9,6,6,2,7,6,5,4,3,5,5,5,7,4,5,7,9,12,5,9,6,4,6,3,6
1828,1955-01-03,4.021,5,4,3,5,5,5,7,4,5,7,9,12,5,9,6,4,6,3,6,3,3,6,6,6,5,2,5
1829,1955-01-04,10.063,5,7,9,12,5,9,6,4,6,3,6,3,3,6,6,6,5,2,5,22,9,5,9,12,7,9,7
1830,1955-01-05,6.031,6,3,6,3,3,6,6,6,5,2,5,22,9,5,9,12,7,9,7,5,3,4,2,4,5,9,15
1831,1955-01-06,8.052,5,2,5,22,9,5,9,12,7,9,7,5,3,4,2,4,5,9,15,12,18,6,5,6,6,9,5
1832,1955-01-07,7.042,7,9,7,5,3,4,2,4,5,9,15,12,18,6,5,6,6,9,5,7,7,7,6,9,7,9,6
1833,1955-01-08,5.021,5,9,15,12,18,6,5,6,6,9,5,7,7,7,6,9,7,9,6,5,2,6,3,2,3,7,12
1834,1955-01-09,20.105,6,9,5,7,7,7,6,9,7,9,6,5,2,6,3,2,3,7,12,27,12,27,15,22,39,18,4
1835,1955-01-10,4.01,7,9,6,5,2,6,3,2,3,7,12,27,12,27,15,22,39,18,4,4,3,4,4,3,5,9,0
1836,1955-01-11,16.094,3,7,12,27,12,27,15,22,39,18,4,4,3,4,4,3,5,9,0,9,6,3,4,39,5,12,48
1837,1955-01-12,9.052,39,18,4,4,3,4,4,3,5,9,0,9,6,3,4,39,5,12,48,48,9,6,3,0,2,5,2
1838,1955-01-13,15.084,5,9,0,9,6,3,4,39,5,12,48,48,9,6,3,0,2,5,2,15,27,18,22,15,9,7,6
1839,1955-01-14,7.042,5,12,48,48,9,6,3,0,2,5,2,15,27,18,22,15,9,7,6,4,5,5,6,12,7,18,2
1840,1955-01-15,1.0,2,5,2,15,27,18,22,15,9,7,6,4,5,5,6,12,7,18,2,2,2,2,2,0,0,0,2
1841,1955-01-16,7.031,9,7,6,4,5,5,6,12,7,18,2,2,2,2,2,0,0,0,2,5,4,4,9,9,7,9,7
1842,1955-01-17,43.157,7,18,2,2,2,2,2,0,0,0,2,5,4,4,9,9,7,9,7,5,15,15,27,11,67,48,56
1843,1955-01-18,59.177,0,0,2,5,4,4,9,9,7,9,7,5,15,15,27,11,67,48,56,79,32,67,6,9,32,27,22
1844,1955-01-19,53.167,7,9,7,5,15,15,27,11,67,48,56,79,32,67,6,9,32,27,22,48,94,94,56,39,27,27,39
1845,1955-01-20,16.094,67,48,56,79,32,67,6,9,32,27,22,48,94,94,56,39,27,27,39,32,22,9,4,9,9,18,22
1846,1955-01-21,9.052,32,27,22,48,94,94,56,39,27,27,39,32,22,9,4,9,9,18,22,27,12,7,3,3,4,7,9
1847,1955-01-22,5.021,27,27,39,32,22,9,4,9,9,18,22,27,12,7,3,3,4,7,9,12,7,7,3,4,3,3,4
1848,1955-01-23,12.073,9,18,22,27,12,7,3,3,4,7,9,12,7,7,3,4,3,3,4,12,9,9,9,15,12,18,12
1849,1955-01-24,4.01,4,7,9,12,7,7,3,4,3,3,4,12,9,9,9,15,12,18,12,6,6,4,2,3,6,3,4
1850,1955-01-25,4.01,3,3,4,12,9,9,9,15,12,18,12,6,6,4,2,3,6,3,4,4,5,4,2,4,4,4,3
1851,1955-01-26,2.0,12,18,12,6,6,4,2,3,6,3,4,4,5,4,2,4,4,4,3,3,3,4,3,2,3,0,0
1852,1955-01-27,11.063,6,3,4,4,5,4,2,4,4,4,3,3,3,4,3,2,3,0,0,0,0,5,9,5,18,22,27
1853,1955-01-28,8.042,4,4,3,3,3,4,3,2,3,0,0,0,0,5,9,5,18,22,27,15,12,9,6,2,5,4,9
1854,1955-01-29,7.042,3,0,0,0,0,5,9,5,18,22,27,15,12,9,6,2,5,4,9,5,4,3,5,3,5,12,22
1855,1955-01-30,7.042,18,22,27,15,12,9,6,2,5,4,9,5,4,3,5,3,5,12,22,6,9,3,6,12,7,9,7
1856,1955-01-31,5.021,5,4,9,5,4,3,5,3,5,12,22,6,9,3,6,12,7,9,7,6,5,5,3,2,3,4,9
1857,1955-02-01,3.01,5,12,22,6,9,3,6,12,7,9,7,6,5,5,3,2,3,4,9,0,0,2,3,5,4,4,5
1858,1955-02-02,5.021,7,9,7,6,5,5,3,2,3,4,9,0,0,2,3,5,4,4,5,4,2,5,4,5,6,6,6
1859,1955-02-03,10.052,3,4,9,0,0,2,3,5,4,4,5,4,2,5,4,5,6,6,6,22,18,9,5,4,6,4,9
1860,1955-02-04,18.105,4,4,5,4,2,5,4,5,6,6,6,22,18,9,5,4,6,4,9,4,9,12,39,15,15,27,27
1861,1955-02-05,16.094,6,6,6,22,18,9,5,4,6,4,9,4,9,12,39,15,15,27,27,22,9,12,12,15,9,18,27
1862,1955-02-06,14.084,6,4,9,4,9,12,39,15,15,27,27,22,9,12,12,15,9,18,27,6,18,12,9,15,18,12,22
1863,1955-02-07,15.094,15,27,27,22,9,12,12,15,9,18,27,6,18,12,9,15,18,12,22,22,27,12,7,27,15,7,4
1864,1955-02-08,12.073,9,18,27,6,18,12,9,15,18,12,22,22,27,12,7,27,15,7,4,7,6,6,7,6,22,22,22
1865,1955-02-09,12.073,18,12,22,22,27,12,7,27,15,7,4,7,6,6,7,6,22,22,22,9,12,22,18,7,9,12,4
1866,1955-02-10,6.031,15,7,4,7,6,6,7,6,22,22,22,9,12,22,18,7,9,12,4,5,5,12,6,5,4,6,6
1867,1955-02-11,15.094,22,22,22,9,12,22,18,7,9,12,4,5,5,12,6,5,4,6,6,3,4,4,5,7,22,39,39
1868,1955-02-12,13.073,9,12,4,5,5,12,6,5,4,6,6,3,4,4,5,7,22,39,39,18,18,9,7,9,7,12,22
