,date,ap_daily,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27
19207,2002-08-03,14.084,15,7,4,3,18,18,27,56,27,15,39,80,80,22,9,32,22,27,67,39,12,18,12,7,7,12,7
19208,2002-08-04,13.073,27,15,39,80,80,22,9,32,22,27,67,39,12,18,12,7,7,12,7,18,32,18,12,5,6,9,3
19209,2002-08-05,4.021,22,27,67,39,12,18,12,7,7,12,7,18,32,18,12,5,6,9,3,4,5,4,4,3,4,5,7
19210,2002-08-06,4.01,7,12,7,18,32,18,12,5,6,9,3,4,5,4,4,3,4,5,7,7,5,3,3,5,2,2,3
19211,2002-08-07,4.021,6,9,3,4,5,4,4,3,4,5,7,7,5,3,3,5,2,2,3,7,4,4,4,3,5,5,3
19212,2002-08-08,6.031,4,5,7,7,5,3,3,5,2,2,3,7,4,4,4,3,5,5,3,4,6,2,4,6,5,9,15
19213,2002-08-09,14.084,2,2,3,7,4,4,4,3,5,5,3,4,6,2,4,6,5,9,15,6,4,7,6,27,18,22,18
19214,2002-08-10,15.094,5,5,3,4,6,2,4,6,5,9,15,6,4,7,6,27,18,22,18,22,39,7,12,18,7,6,12
19215,2002-08-11,13.084,5,9,15,6,4,7,6,27,18,22,18,22,39,7,12,18,7,6,12,3,5,6,12,32,22,18,9
19216,2002-08-12,12.073,18,22,18,22,39,7,12,18,7,6,12,3,5,6,12,32,22,18,9,15,15,12,12,15,6,7,12
19217,2002-08-13,8.042,7,6,12,3,5,6,12,32,22,18,9,15,15,12,12,15,6,7,12,15,15,7,6,5,4,7,7
19218,2002-08-14,12.073,22,18,9,15,15,12,12,15,6,7,12,15,15,7,6,5,4,7,7,6,6,7,7,22,22,12,15
19219,2002-08-15,22.115,6,7,12,15,15,7,6,5,4,7,7,6,6,7,7,22,22,12,15,7,6,9,18,15,18,56,48
19220,2002-08-16,11.063,4,7,7,6,6,7,7,22,22,12,15,7,6,9,18,15,18,56,48,12,9,32,9,12,6,5,4
19221,2002-08-17,8.052,22,12,15,7,6,9,18,15,18,56,48,12,9,32,9,12,6,5,4,3,15,18,5,7,5,7,7
19222,2002-08-18,21.115,18,56,48,12,9,32,9,12,6,5,4,3,15,18,5,7,5,7,7,18,12,5,5,7,6,56,56
19223,2002-08-19,30.136,6,5,4,3,15,18,5,7,5,7,7,18,12,5,5,7,6,56,56,32,27,48,27,18,15,22,48
19224,2002-08-20,30.136,5,7,7,18,12,5,5,7,6,56,56,32,27,48,27,18,15,22,48,18,27,6,6,5,18,67,94
19225,2002-08-21,32.136,6,56,56,32,27,48,27,18,15,22,48,18,27,6,6,5,18,67,94,56,56,56,15,27,12,15,15
19226,2002-08-22,8.042,15,22,48,18,27,6,6,5,18,67,94,56,56,56,15,27,12,15,15,15,12,12,4,4,5,6,4
19227,2002-08-23,7.031,18,67,94,56,56,56,15,27,12,15,15,15,12,12,4,4,5,6,4,4,5,6,6,4,5,12,12
19228,2002-08-24,4.01,12,15,15,15,12,12,4,4,5,6,4,4,5,6,6,4,5,12,12,7,4,4,4,5,4,3,3
19229,2002-08-25,5.021,5,6,4,4,5,6,6,4,5,12,12,7,4,4,4,5,4,3,3,6,4,6,5,4,3,3,9
19230,2002-08-26,16.094,5,12,12,7,4,4,4,5,4,3,3,6,4,6,5,4,3,3,9,7,7,6,18,22,39,18,15
19231,2002-08-27,13.073,4,3,3,6,4,6,5,4,3,3,9,7,7,6,18,22,39,18,15,12,22,9,12,12,12,7,18
19232,2002-08-28,7.031,3,3,9,7,7,6,18,22,39,18,15,12,22,9,12,12,12,7,18,7,6,7,5,5,6,9,9
19233,2002-08-29,8.052,39,18,15,12,22,9,12,12,12,7,18,7,6,7,5,5,6,9,9,15,4,3,5,15,15,6,5
19234,2002-08-30,8.042,12,7,18,7,6,7,5,5,6,9,9,15,4,3,5,15,15,6,5,4,12,15,6,12,6,9,2
19235,2002-08-31,7.042,6,9,9,15,4,3,5,15,15,6,5,4,12,15,6,12,6,9,2,3,5,6,9,7,5,6,18
19236,2002-09-01,11.063,15,6,5,4,12,15,6,12,6,9,2,3,5,6,9,7,5,6,18,22,9,7,6,6,5,7,27
19237,2002-09-02,8.042,6,9,2,3,5,6,9,7,5,6,18,22,9,7,6,6,5,7,27,18,9,6,15,7,4,3,3
19238,2002-09-03,7.031,5,6,18,22,9,7,6,6,5,7,27,18,9,6,15,7,4,3,3,2,3,3,9,5,3,18,12
19239,2002-09-04,42.157,5,7,27,18,9,6,15,7,4,3,3,2,3,3,9,5,3,18,12,32,94,32,48,39,39,39,12
19240,2002-09-05,7.042,4,3,3,2,3,3,9,5,3,18,12,32,94,32,48,39,39,39,12,7,18,6,6,6,6,5,5
19241,2002-09-06,7.042,3,18,12,32,94,32,48,39,39,39,12,7,18,6,6,6,6,5,5,6,7,9,7,12,5,5,5
19242,2002-09-07,57.177,39,39,12,7,18,6,6,6,6,5,5,6,7,9,7,12,5,5,5,7,18,15,6,12,11,54,32
19243,2002-09-08,36.146,6,5,5,6,7,9,7,12,5,5,5,7,18,15,6,12,11,54,32,54,67,18,6,3,7,15,22
19244,2002-09-09,9.052,5,5,5,7,18,15,6,12,11,54,32,54,67,18,6,3,7,15,22,6,3,2,3,6,7,18,27
19245,2002-09-10,24.115,11,54,32,54,67,18,6,3,7,15,22,6,3,2,3,6,7,18,27,22,9,6,15,27,39,32,39
19246,2002-09-11,26.126,7,15,22,6,3,2,3,6,7,18,27,22,9,6,15,27,39,32,39,9,9,27,48,15,39,22,39
19247,2002-09-12,14.084,7,18,27,22,9,6,15,27,39,32,39,9,9,27,48,15,39,22,39,18,15,12,15,18,12,15,7
19248,2002-09-13,11.063,39,32,39,9,9,27,48,15,39,22,39,18,15,12,15,18,12,15,7,18,15,15,15,6,5,7,5
19249,2002-09-14,8.042,39,22,39,18,15,12,15,18,12,15,7,18,15,15,15,6,5,7,5,12,15,9,9,6,5,5,3
19250,2002-09-15,6.031,12,15,7,18,15,15,15,6,5,7,5,12,15,9,9,6,5,5,3,6,4,5,6,5,6,9,7
19251,2002-09-16,6.031,5,7,5,12,15,9,9,6,5,5,3,6,4,5,6,5,6,9,7,4,4,5,6,15,5,5,2
19252,2002-09-17,11.063,5,5,3,6,4,5,6,5,6,9,7,4,4,5,6,15,5,5,2,2,12,7,15,12,12,12,15
19253,2002-09-18,14.084,6,9,7,4,4,5,6,15,5,5,2,2,12,7,15,12,12,12,15,22,12,9,18,22,12,7,12
19254,2002-09-19,15.094,5,5,2,2,12,7,15,12,12,12,15,22,12,9,18,22,12,7,12,12,5,7,15,22,39,7,15
19255,2002-09-20,4.01,12,12,15,22,12,9,18,22,12,7,12,12,5,7,15,22,39,7,15,7,6,4,3,2,3,2,5
19256,2002-09-21,6.031,12,7,12,12,5,7,15,22,39,7,15,7,6,4,3,2,3,2,5,6,4,4,7,9,12,4,3
19257,2002-09-22,6.031,39,7,15,7,6,4,3,2,3,2,5,6,4,4,7,9,12,4,3,7,5,7,3,7,12,6,5
19258,2002-09-23,2.0,3,2,5,6,4,4,7,9,12,4,3,7,5,7,3,7,12,6,5,4,2,3,0,0,3,3,0
19259,2002-09-24,2.0,12,4,3,7,5,7,3,7,12,6,5,4,2,3,0,0,3,3,0,0,0,2,5,5,2,4,2
19260,2002-09-25,2.0,12,6,5,4,2,3,0,0,3,3,0,0,0,2,5,5,2,4,2,0,0,0,2,5,4,2,4
19261,2002-09-26,5.021,3,3,0,0,0,2,5,5,2,4,2,0,0,0,2,5,4,2,4,6,3,4,4,3,5,6,12
19262,2002-09-27,6.031,2,4,2,0,0,0,2,5,4,2,4,6,3,4,4,3,5,6,12,15,5,2,5,6,6,3,6
19263,2002-09-28,5.021,4,2,4,6,3,4,4,3,5,6,12,15,5,2,5,6,6,3,6,7,5,4,3,2,5,6,5
19264,2002-09-29,4.01,5,6,12,15,5,2,5,6,6,3,6,7,5,4,3,2,5,6,5,2,3,4,2,5,4,3,6
19265,2002-09-30,28.126,6,3,6,7,5,4,3,2,5,6,5,2,3,4,2,5,4,3,6,6,22,27,48,48,18,18,39
19266,2002-10-01,67.177,5,6,5,2,3,4,2,5,4,3,6,6,22,27,48,48,18,18,39,6,12,39,67,11,54,39,11
19267,2002-10-02,53.167,4,3,6,6,22,27,48,48,18,18,39,6,12,39,67,11,54,39,11,32,54,56,22,12,18,12,18
19268,2002-10-03,45.157,18,18,39,6,12,39,67,11,54,39,11,32,54,56,22,12,18,12,18,80,12,22,15,22,48,94,67
19269,2002-10-04,64.177,54,39,11,32,54,56,22,12,18,12,18,80,12,22,15,22,48,94,67,54,67,80,39,27,22,94,32
19270,2002-10-05,28.126,18,12,18,80,12,22,15,22,48,94,67,54,67,80,39,27,22,94,32,32,32,12,18,39,56,18,15
19271,2002-10-06,15.094,48,94,67,54,67,80,39,27,22,94,32,32,32,12,18,39,56,18,15,6,18,22,15,5,6,22,27
19272,2002-10-07,48.167,22,94,32,32,32,12,18,39,56,18,15,6,18,22,15,5,6,22,27,18,56,67,22,48,39,67,67
19273,2002-10-08,33.136,56,18,15,6,18,22,15,5,6,22,27,18,56,67,22,48,39,67,67,39,80,32,27,27,32,18,9
19274,2002-10-09,20.105,6,22,27,18,56,67,22,48,39,67,67,39,80,32,27,27,32,18,9,4,15,32,18,22,27,22,18
19275,2002-10-10,16.094,39,67,67,39,80,32,27,27,32,18,9,4,15,32,18,22,27,22,18,15,22,27,27,9,7,5,15
19276,2002-10-11,6.031,32,18,9,4,15,32,18,22,27,22,18,15,22,27,27,9,7,5,15,5,7,7,6,7,6,4,6
19277,2002-10-12,6.031,27,22,18,15,22,27,27,9,7,5,15,5,7,7,6,7,6,4,6,6,4,5,9,6,7,3,6
19278,2002-10-13,5.021,7,5,15,5,7,7,6,7,6,4,6,6,4,5,9,6,7,3,6,5,6,6,4,4,4,6,6
19279,2002-10-14,23.115,6,4,6,6,4,5,9,6,7,3,6,5,6,6,4,4,4,6,6,12,22,39,18,39,22,15,15
19280,2002-10-15,18.105,7,3,6,5,6,6,4,4,4,6,6,12,22,39,18,39,22,15,15,12,18,12,27,12,27,22,12
19281,2002-10-16,18.105,4,6,6,12,22,39,18,39,22,15,15,12,18,12,27,12,27,22,12,18,6,6,9,12,15,67,15
19282,2002-10-17,13.073,22,15,15,12,18,12,27,12,27,22,12,18,6,6,9,12,15,67,15,22,18,12,6,15,7,9,12
19283,2002-10-18,14.084,27,22,12,18,6,6,9,12,15,67,15,22,18,12,6,15,7,9,12,18,18,9,7,15,15,12,15
19284,2002-10-19,14.084,15,67,15,22,18,12,6,15,7,9,12,18,18,9,7,15,15,12,15,12,18,12,7,7,9,22,22
19285,2002-10-20,10.063,7,9,12,18,18,9,7,15,15,12,15,12,18,12,7,7,9,22,22,15,18,6,9,12,6,6,12
19286,2002-10-21,8.042,15,12,15,12,18,12,7,7,9,22,22,15,18,6,9,12,6,6,12,7,12,12,6,7,7,6,7
19287,2002-10-22,10.063,9,22,22,15,18,6,9,12,6,6,12,7,12,12,6,7,7,6,7,15,6,6,22,9,6,12,4
19288,2002-10-23,11.063,6,6,12,7,12,12,6,7,7,6,7,15,6,6,22,9,6,12,4,4,4,7,7,15,18,15,18
19289,2002-10-24,63.177,7,6,7,15,6,6,22,9,6,12,4,4,4,7,7,15,18,15,18,48,67,32,80,80,94,67,39
19290,2002-10-25,39.146,6,12,4,4,4,7,7,15,18,15,18,48,67,32,80,80,94,67,39,80,48,48,32,39,15,18,32
19291,2002-10-26,27.126,18,15,18,48,67,32,80,80,94,67,39,80,48,48,32,39,15,18,32,27,27,22,39,27,27,32,15
19292,2002-10-27,25.126,94,67,39,80,48,48,32,39,15,18,32,27,27,22,39,27,27,32,15,15,27,22,12,22,27,27,48
19293,2002-10-28,19.105,15,18,32,27,27,22,39,27,27,32,15,15,27,22,12,22,27,27,48,39,22,18,18,15,9,18,12
19294,2002-10-29,14.084,27,32,15,15,27,22,12,22,27,27,48,39,22,18,18,15,9,18,12,18,12,15,22,12,6,15,15
19295,2002-10-30,16.094,27,27,48,39,22,18,18,15,9,18,12,18,12,15,22,12,6,15,15,7,12,48,12,7,9,18,15
19296,2002-10-31,20.105,9,18,12,18,12,15,22,12,6,15,15,7,12,48,12,7,9,18,15,27,18,15,18,27,27,18,7
19297,2002-11-01,7.031,6,15,15,7,12,48,12,7,9,18,15,27,18,15,18,27,27,18,7,7,5,7,6,4,9,7,9
19298,2002-11-02,28.126,9,18,15,27,18,15,18,27,27,18,7,7,5,7,6,4,9,7,9,39,15,18,27,22,22,48,32
19299,2002-11-03,35.146,27,18,7,7,5,7,6,4,9,7,9,39,15,18,27,22,22,48,32,22,39,27,27,32,56,39,39
19300,2002-11-04,23.115,9,7,9,39,15,18,27,22,22,48,32,22,39,27,27,32,56,39,39,27,27,22,18,12,27,15,39
19301,2002-11-05,24.115,22,48,32,22,39,27,27,32,56,39,39,27,27,22,18,12,27,15,39,18,39,22,27,27,18,15,22
19302,2002-11-06,21.115,56,39,39,27,27,22,18,12,27,15,39,18,39,22,27,27,18,15,22,27,18,18,18,18,18,32,22
19303,2002-11-07,13.073,27,15,39,18,39,22,27,27,18,15,22,27,18,18,18,18,18,32,22,22,18,9,15,9,12,12,6
19304,2002-11-08,5.021,18,15,22,27,18,18,18,18,18,32,22,22,18,9,15,9,12,12,6,4,5,5,6,5,3,7,2
19305,2002-11-09,6.031,18,32,22,22,18,9,15,9,12,12,6,4,5,5,6,5,3,7,2,3,0,4,3,3,6,12,15
19306,2002-11-10,17.094,12,12,6,4,5,5,6,5,3,7,2,3,0,4,3,3,6,12,15,22,32,48,6,7,7,6,9
19307,2002-11-11,12.073,3,7,2,3,0,4,3,3,6,12,15,22,32,48,6,7,7,6,9,7,7,15,18,22,5,9,12
19308,2002-11-12,17.094,6,12,15,22,32,48,6,7,7,6,9,7,7,15,18,22,5,9,12,7,12,9,27,18,6,27,27
19309,2002-11-13,13.073,7,6,9,7,7,15,18,22,5,9,12,7,12,9,27,18,6,27,27,27,22,9,12,15,6,6,7
19310,2002-11-14,8.042,5,9,12,7,12,9,27,18,6,27,27,27,22,9,12,15,6,6,7,15,7,5,6,7,12,7,7
19311,2002-11-15,12.073,6,27,27,27,22,9,12,15,6,6,7,15,7,5,6,7,12,7,7,15,12,12,15,9,7,9,15
19312,2002-11-16,7.042,6,6,7,15,7,5,6,7,12,7,7,15,12,12,15,9,7,9,15,15,5,4,2,4,3,6,18
19313,2002-11-17,7.042,12,7,7,15,12,12,15,9,7,9,15,15,5,4,2,4,3,6,18,22,9,4,2,3,6,4,7
19314,2002-11-18,10.063,7,9,15,15,5,4,2,4,3,6,18,22,9,4,2,3,6,4,7,15,7,6,5,9,7,15,15
19315,2002-11-19,14.084,3,6,18,22,9,4,2,3,6,4,7,15,7,6,5,9,7,15,15,15,18,18,7,7,6,18,27
19316,2002-11-20,25.126,6,4,7,15,7,6,5,9,7,15,15,15,18,18,7,7,6,18,27,18,12,5,9,4,27,80,48
19317,2002-11-21,50.167,7,15,15,15,18,18,7,7,6,18,27,18,12,5,9,4,27,80,48,32,56,11,56,39,32,39,32
19318,2002-11-22,26.126,6,18,27,18,12,5,9,4,27,80,48,32,56,11,56,39,32,39,32,39,22,18,22,39,27,15,22
19319,2002-11-23,17.094,27,80,48,32,56,11,56,39,32,39,32,39,22,18,22,39,27,15,22,27,32,15,12,12,18,12,7
19320,2002-11-24,15.094,32,39,32,39,22,18,22,39,27,15,22,27,32,15,12,12,18,12,7,15,18,12,15,9,22,15,15
19321,2002-11-25,15.094,27,15,22,27,32,15,12,12,18,12,7,15,18,12,15,9,22,15,15,12,12,15,18,18,22,7,18
19322,2002-11-26,13.073,18,12,7,15,18,12,15,9,22,15,15,12,12,15,18,18,22,7,18,15,9,4,5,7,6,9,48
19323,2002-11-27,24.115,22,15,15,12,12,15,18,18,22,7,18,15,9,4,5,7,6,9,48,48,48,32,12,18,7,12,12
19324,2002-11-28,12.073,22,7,18,15,9,4,5,7,6,9,48,48,48,32,12,18,7,12,12,12,15,15,6,12,15,18,7
19325,2002-11-29,14.084,6,9,48,48,48,32,12,18,7,12,12,12,15,15,6,12,15,18,7,12,9,15,7,12,18,18,18
19326,2002-11-30,16.094,7,12,12,12,15,15,6,12,15,18,7,12,9,15,7,12,18,18,18,18,22,22,15,15,12,9,15
19327,2002-12-01,18.105,15,18,7,12,9,15,7,12,18,18,18,18,22,22,15,15,12,9,15,22,18,15,18,18,22,9,22
19328,2002-12-02,13.073,18,18,18,18,22,22,15,15,12,9,15,22,18,15,18,18,22,9,22,12,12,12,12,7,18,15,15
19329,2002-12-03,11.063,12,9,15,22,18,15,18,18,22,9,22,12,12,12,12,7,18,15,15,12,15,7,12,15,7,12,6
19330,2002-12-04,12.073,22,9,22,12,12,12,12,7,18,15,15,12,15,7,12,15,7,12,6,6,7,12,7,9,22,22,12
19331,2002-12-05,9.052,18,15,15,12,15,7,12,15,7,12,6,6,7,12,7,9,22,22,12,15,12,9,7,7,7,6,6
19332,2002-12-06,9.052,7,12,6,6,7,12,7,9,22,22,12,15,12,9,7,7,7,6,6,6,9,6,9,4,15,9,15
19333,2002-12-07,18.105,22,22,12,15,12,9,7,7,7,6,6,6,9,6,9,4,15,9,15,22,15,15,22,18,15,18,18
19334,2002-12-08,12.073,7,6,6,6,9,6,9,4,15,9,15,22,15,15,22,18,15,18,18,7,27,7,5,12,18,12,9
19335,2002-12-09,6.031,15,9,15,22,15,15,22,18,15,18,18,7,27,7,5,12,18,12,9,15,3,3,4,5,6,4,5
19336,2002-12-10,5.021,15,18,18,7,27,7,5,12,18,12,9,15,3,3,4,5,6,4,5,9,4,4,4,2,4,5,7
19337,2002-12-11,4.021,18,12,9,15,3,3,4,5,6,4,5,9,4,4,4,2,4,5,7,2,5,6,6,5,4,4,3
19338,2002-12-12,5.021,6,4,5,9,4,4,4,2,4,5,7,2,5,6,6,5,4,4,3,5,5,3,4,5,5,5,5
19339,2002-12-13,4.021,4,5,7,2,5,6,6,5,4,4,3,5,5,3,4,5,5,5,5,6,5,2,3,4,5,5,6
19340,2002-12-14,13.084,4,4,3,5,5,3,4,5,5,5,5,6,5,2,3,4,5,5,6,7,7,7,9,9,27,22,18
19341,2002-12-15,8.042,5,5,5,6,5,2,3,4,5,5,6,7,7,7,9,9,27,22,18,18,7,5,6,9,5,7,6
19342,2002-12-16,5.021,5,5,6,7,7,7,9,9,27,22,18,18,7,5,6,9,5,7,6,6,5,6,6,5,4,3,6
19343,2002-12-17,3.01,27,22,18,18,7,5,6,9,5,7,6,6,5,6,6,5,4,3,6,7,4,2,0,2,2,3,3
19344,2002-12-18,3.01,5,7,6,6,5,6,6,5,4,3,6,7,4,2,0,2,2,3,3,3,3,3,2,5,3,2,3
19345,2002-12-19,25.126,4,3,6,7,4,2,0,2,2,3,3,3,3,3,2,5,3,2,3,12,22,32,32,32,27,39,7
19346,2002-12-20,21.115,2,3,3,3,3,3,2,5,3,2,3,12,22,32,32,32,27,39,7,18,27,7,9,18,18,32,39
19347,2002-12-21,21.115,3,2,3,12,22,32,32,32,27,39,7,18,27,7,9,18,18,32,39,48,67,12,6,7,15,6,9
19348,2002-12-22,10.063,27,39,7,18,27,7,9,18,18,32,39,48,67,12,6,7,15,6,9,9,5,4,7,18,9,18,12
19349,2002-12-23,24.115,18,32,39,48,67,12,6,7,15,6,9,9,5,4,7,18,9,18,12,18,15,27,32,27,15,27,27
19350,2002-12-24,20.105,15,6,9,9,5,4,7,18,9,18,12,18,15,27,32,27,15,27,27,22,4,12,15,39,32,22,15
19351,2002-12-25,12.073,9,18,12,18,15,27,32,27,15,27,27,22,4,12,15,39,32,22,15,15,12,12,7,18,9,18,6
19352,2002-12-26,15.094,15,27,27,22,4,12,15,39,32,22,15,15,12,12,7,18,9,18,6,6,6,6,15,18,18,15,39
19353,2002-12-27,37.146,32,22,15,15,12,12,7,18,9,18,6,6,6,6,15,18,18,15,39,39,80,39,32,32,32,22,18
19354,2002-12-28,19.105,9,18,6,6,6,6,15,18,18,15,39,39,80,39,32,32,32,22,18,18,22,32,27,15,18,12,9
19355,2002-12-29,13.073,18,15,39,39,80,39,32,32,32,22,18,18,22,32,27,15,18,12,9,15,7,9,12,9,22,15,12
19356,2002-12-30,11.063,32,22,18,18,22,32,27,15,18,12,9,15,7,9,12,9,22,15,12,18,6,12,7,12,9,15,9
19357,2002-12-31,7.042,18,12,9,15,7,9,12,9,22,15,12,18,6,12,7,12,9,15,9,18,9,6,7,6,3,2,5
19358,2003-01-01,7.042,22,15,12,18,6,12,7,12,9,15,9,18,9,6,7,6,3,2,5,4,9,12,5,7,5,6,9
19359,2003-01-02,6.031,9,15,9,18,9,6,7,6,3,2,5,4,9,12,5,7,5,6,9,9,4,4,6,6,6,6,6
19360,2003-01-03,18.105,3,2,5,4,9,12,5,7,5,6,9,9,4,4,6,6,6,6,6,12,3,7,6,12,48,27,32
19361,2003-01-04,16.094,5,6,9,9,4,4,6,6,6,6,6,12,3,7,6,12,48,27,32,39,32,9,7,9,9,15,12
19362,2003-01-05,7.042,6,6,6,12,3,7,6,12,48,27,32,39,32,9,7,9,9,15,12,6,6,6,5,7,7,7,12
19363,2003-01-06,4.01,48,27,32,39,32,9,7,9,9,15,12,6,6,6,5,7,7,7,12,3,3,3,2,3,5,5,9
19364,2003-01-07,6.031,9,15,12,6,6,6,5,7,7,7,12,3,3,3,2,3,5,5,9,5,6,5,6,3,5,12,6
19365,2003-01-08,4.01,7,7,12,3,3,3,2,3,5,5,9,5,6,5,6,3,5,12,6,7,3,7,3,3,4,3,2
19366,2003-01-09,3.0,5,5,9,5,6,5,6,3,5,12,6,7,3,7,3,3,4,3,2,0,0,0,0,2,4,9,6
19367,2003-01-10,12.073,5,12,6,7,3,7,3,3,4,3,2,0,0,0,0,2,4,9,6,9,9,5,7,12,12,15,27
19368,2003-01-11,10.052,4,3,2,0,0,0,0,2,4,9,6,9,9,5,7,12,12,15,27,22,18,3,3,4,5,7,15
19369,2003-01-12,8.042,4,9,6,9,9,5,7,12,12,15,27,22,18,3,3,4,5,7,15,9,9,12,6,7,7,9,5
19370,2003-01-13,7.042,12,15,27,22,18,3,3,4,5,7,15,9,9,12,6,7,7,9,5,15,7,5,6,3,4,4,12
19371,2003-01-14,9.052,5,7,15,9,9,12,6,7,7,9,5,15,7,5,6,3,4,4,12,18,15,9,9,7,6,3,5
19372,2003-01-15,7.031,7,9,5,15,7,5,6,3,4,4,12,18,15,9,9,7,6,3,5,12,6,4,7,9,6,4,5
19373,2003-01-16,5.021,4,4,12,18,15,9,9,7,6,3,5,12,6,4,7,9,6,4,5,6,2,4,6,9,3,5,4
19374,2003-01-17,7.031,6,3,5,12,6,4,7,9,6,4,5,6,2,4,6,9,3,5,4,4,7,6,9,12,7,4,4
19375,2003-01-18,12.073,6,4,5,6,2,4,6,9,3,5,4,4,7,6,9,12,7,4,4,7,9,12,12,22,9,12,12
19376,2003-01-19,18.105,3,5,4,4,7,6,9,12,7,4,4,7,9,12,12,22,9,12,12,9,9,18,22,18,27,22,18
19377,2003-01-20,19.105,7,4,4,7,9,12,12,22,9,12,12,9,9,18,22,18,27,22,18,39,39,9,9,12,15,15,12
19378,2003-01-21,18.105,9,12,12,9,9,18,22,18,27,22,18,39,39,9,9,12,15,15,12,22,22,22,18,18,15,12,18
19379,2003-01-22,19.105,27,22,18,39,39,9,9,12,15,15,12,22,22,22,18,18,15,12,18,22,15,12,9,12,18,18,48
19380,2003-01-23,20.105,15,15,12,22,22,22,18,18,15,12,18,22,15,12,9,12,18,18,48,56,32,5,9,18,15,12,15
19381,2003-01-24,18.105,15,12,18,22,15,12,9,12,18,18,48,56,32,5,9,18,15,12,15,22,9,9,15,15,22,22,27
19382,2003-01-25,28.126,18,18,48,56,32,5,9,18,15,12,15,22,9,9,15,15,22,22,27,22,39,67,32,27,18,9,12
19383,2003-01-26,20.105,15,12,15,22,9,9,15,15,22,22,27,22,39,67,32,27,18,9,12,39,22,22,18,18,9,12,18
19384,2003-01-27,10.063,22,22,27,22,39,67,32,27,18,9,12,39,22,22,18,18,9,12,18,18,15,3,0,3,15,6,22
19385,2003-01-28,13.073,18,9,12,39,22,22,18,18,9,12,18,18,15,3,0,3,15,6,22,22,32,12,9,6,5,7,9
19386,2003-01-29,16.094,9,12,18,18,15,3,0,3,15,6,22,22,32,12,9,6,5,7,9,5,6,7,12,18,27,27,27
19387,2003-01-30,25.126,15,6,22,22,32,12,9,6,5,7,9,5,6,7,12,18,27,27,27,48,18,27,22,22,39,22,5
19388,2003-01-31,17.094,5,7,9,5,6,7,12,18,27,27,27,48,18,27,22,22,39,22,5,22,15,18,39,18,15,6,6
19389,2003-02-01,14.084,27,27,27,48,18,27,22,22,39,22,5,22,15,18,39,18,15,6,6,15,7,3,3,5,12,39,32
19390,2003-02-02,52.167,39,22,5,22,15,18,39,18,15,6,6,15,7,3,3,5,12,39,32,67,48,56,48,39,67,56,39
19391,2003-02-03,22.115,15,6,6,15,7,3,3,5,12,39,32,67,48,56,48,39,67,56,39,48,15,12,15,18,22,27,22
19392,2003-02-04,31.136,12,39,32,67,48,56,48,39,67,56,39,48,15,12,15,18,22,27,22,27,48,67,39,9,15,22,22
19393,2003-02-05,14.084,67,56,39,48,15,12,15,18,22,27,22,27,48,67,39,9,15,22,22,22,12,9,12,22,22,6,9
19394,2003-02-06,14.084,22,27,22,27,48,67,39,9,15,22,22,22,12,9,12,22,22,6,9,7,6,15,18,22,15,18,15
19395,2003-02-07,13.073,15,22,22,22,12,9,12,22,22,6,9,7,6,15,18,22,15,18,15,18,15,9,9,18,9,15,9
19396,2003-02-08,16.094,22,6,9,7,6,15,18,22,15,18,15,18,15,9,9,18,9,15,9,18,18,15,15,15,12,12,22
19397,2003-02-09,19.105,15,18,15,18,15,9,9,18,9,15,9,18,18,15,15,15,12,12,22,27,12,18,9,18,32,18,18
19398,2003-02-10,16.094,9,15,9,18,18,15,15,15,12,12,22,27,12,18,9,18,32,18,18,22,27,27,9,7,5,9,22
19399,2003-02-11,10.063,12,12,22,27,12,18,9,18,32,18,18,22,27,27,9,7,5,9,22,27,12,15,7,5,6,5,5
19400,2003-02-12,13.073,32,18,18,22,27,27,9,7,5,9,22,27,12,15,7,5,6,5,5,5,9,6,15,9,22,18,18
19401,2003-02-13,7.031,5,9,22,27,12,15,7,5,6,5,5,5,9,6,15,9,22,18,18,7,6,4,6,4,2,4,22
19402,2003-02-14,20.105,6,5,5,5,9,6,15,9,22,18,18,7,6,4,6,4,2,4,22,32,22,7,15,22,18,18,22
19403,2003-02-15,23.115,22,18,18,7,6,4,6,4,2,4,22,32,22,7,15,22,18,18,22,27,32,12,27,27,32,12,12
19404,2003-02-16,17.094,2,4,22,32,22,7,15,22,18,18,22,27,32,12,27,27,32,12,12,12,15,18,15,18,18,15,27
19405,2003-02-17,12.073,18,18,22,27,32,12,27,27,32,12,12,12,15,18,15,18,18,15,27,18,9,12,18,12,9,6,12
19406,2003-02-18,21.115,32,12,12,12,15,18,15,18,18,15,27,18,9,12,18,12,9,6,12,9,56,27,18,15,9,9,27
19407,2003-02-19,13.073,18,15,27,18,9,12,18,12,9,6,12,9,56,27,18,15,9,9,27,9,12,7,7,18,15,9,27
19408,2003-02-20,17.094,9,6,12,9,56,27,18,15,9,9,27,9,12,7,7,18,15,9,27,9,18,18,22,15,15,27,15
19409,2003-02-21,14.084,9,9,27,9,12,7,7,18,15,9,27,9,18,18,22,15,15,27,15,7,18,15,12,5,22,18,12
19410,2003-02-22,11.063,15,9,27,9,18,18,22,15,15,27,15,7,18,15,12,5,22,18,12,7,15,7,12,18,18,6,7
