,date,ap_daily,ap1,ap2,ap3,ap4,apavg1,apavg2
6266,199857,2.0,0,4,0,3,7.142857142857143,7.285714285714286
6267,199858,5.021,2,3,6,4,2.2857142857142856,7.142857142857143
6268,199859,15.084,2,3,4,2,2.7142857142857144,2.2857142857142856
6269,199860,16.094,5,4,7,5,3.5714285714285716,2.7142857142857144
6270,199861,16.094,27,48,9,18,6.142857142857143,3.5714285714285716
6271,199862,4.01,22,18,15,22,18.857142857142858,6.142857142857143
6272,199863,10.052,15,18,15,12,18.0,18.857142857142858
6273,199864,9.052,7,3,5,2,9.857142857142858,18.0
6274,199865,8.042,12,7,9,27,4.714285714285714,9.857142857142858
6275,199866,3.01,18,22,3,2,12.571428571428571,4.714285714285714
6276,199867,2.0,6,5,3,6,9.142857142857142,12.571428571428571
6277,199868,2.0,3,0,0,0,5.142857142857143,9.142857142857142
6278,199869,53.167,0,0,2,2,0.8571428571428571,5.142857142857143
6279,199870,28.126,4,2,0,0,2.0,0.8571428571428571
6280,199871,14.084,32,80,54,80,11.857142857142858,2.0
6281,199872,12.073,18,27,6,27,51.57142857142857,11.857142857142858
6282,199873,10.063,12,9,15,9,17.714285714285715,51.57142857142857
6283,199874,20.105,6,15,12,18,11.142857142857142,17.714285714285715
6284,199875,12.073,48,15,15,22,9.714285714285714,11.142857142857142
6285,199876,8.042,22,15,5,6,24.714285714285715,9.714285714285714
6286,199877,4.01,9,4,7,18,11.714285714285714,24.714285714285715
6287,199878,4.01,3,9,4,3,10.0,11.714285714285714
6288,199879,8.042,5,7,3,3,4.285714285714286,10.0
6289,199880,35.146,12,6,3,4,3.5714285714285716,4.285714285714286
6290,199881,12.073,9,9,9,15,5.571428571428571,3.5714285714285716
6291,199882,6.021,7,9,56,94,12.714285714285714,5.571428571428571
6292,199883,7.031,12,4,12,18,30.285714285714285,12.714285714285714
6293,199884,16.094,2,6,3,3,9.0,30.285714285714285
6294,199885,12.073,9,15,7,5,4.285714285714286,9.0
6295,199886,15.084,3,6,12,39,9.142857142857142,4.285714285714286
6296,199887,11.063,18,9,15,27,11.0,9.142857142857142
6297,199888,20.105,9,12,18,15,15.857142857142858,11.0
6298,199889,8.042,39,18,6,6,12.857142857142858,15.857142857142858
6299,199890,9.052,5,12,22,39,15.714285714285714,12.857142857142858
6300,199891,3.01,18,12,5,9,14.714285714285714,15.714285714285714
6301,199892,3.0,5,4,0,2,12.285714285714286,14.714285714285714
6302,199893,6.031,2,0,4,2,3.2857142857142856,12.285714285714286
6303,199894,8.042,7,9,4,2,1.4285714285714286,3.2857142857142856
6304,199895,3.01,9,4,5,12,5.0,1.4285714285714286
6305,199896,4.01,6,7,3,7,8.857142857142858,5.0
6306,199897,8.042,5,0,3,3,4.714285714285714,8.857142857142858
6307,199898,7.031,7,3,6,4,2.5714285714285716,4.714285714285714
6308,199899,6.031,12,15,12,12,4.571428571428571,2.5714285714285716
6309,1998100,16.094,6,6,15,4,9.285714285714286,4.571428571428571
6310,1998101,11.063,9,6,7,6,7.285714285714286,9.285714285714286
6311,1998102,9.052,18,32,27,27,7.571428571428571,7.285714285714286
6312,1998103,4.01,27,18,12,12,18.142857142857142,7.571428571428571
6313,1998104,6.031,3,5,4,4,14.142857142857142,18.142857142857142
6314,1998105,4.01,6,12,7,2,3.2857142857142856,14.142857142857142
6315,1998106,6.031,2,3,3,7,7.142857142857143,3.2857142857142856
6316,1998107,14.084,7,5,3,3,4.0,7.142857142857143
6317,1998108,6.031,7,12,3,3,5.285714285714286,4.0
6318,1998109,4.01,4,4,18,15,9.571428571428571,5.285714285714286
6319,1998110,9.052,0,0,3,3,9.857142857142858,9.571428571428571
6320,1998111,7.031,3,7,12,7,1.4285714285714286,9.857142857142858
6321,1998112,6.031,7,12,4,4,8.142857142857142,1.4285714285714286
6322,1998113,15.084,3,7,5,6,7.0,8.142857142857142
6323,1998114,35.146,6,7,6,6,5.714285714285714,7.0
6324,1998115,26.126,39,32,48,3,7.142857142857143,5.714285714285714
6325,1998116,31.136,48,27,7,7,40.57142857142857,7.142857142857143
6326,1998117,12.073,39,12,48,18,20.857142857142858,40.57142857142857
6327,1998118,8.042,27,27,15,39,28.0,20.857142857142858
6328,1998119,4.021,15,5,7,5,21.571428571428573,28.0
6329,1998120,12.073,6,9,7,6,7.571428571428571,21.571428571428573
6330,1998121,9.052,6,6,3,4,5.714285714285714,7.571428571428571
6331,1998122,63.177,5,15,15,27,5.285714285714286,5.714285714285714
6332,1998123,62.177,18,32,6,5,11.142857142857142,5.285714285714286
6333,1998124,1.198,80,80,48,80,32.57142857142857,11.142857142857142
6334,1998125,42.157,80,80,80,39,65.14285714285714,32.57142857142857
6335,1998126,5.021,18,15,9,22,54.57142857142857,65.14285714285714
6336,1998127,10.063,5,7,27,67,18.0,54.57142857142857
6337,1998128,23.115,12,9,3,5,17.0,18.0
6338,1998129,13.073,27,15,7,7,8.571428571428571,17.0
6339,1998130,10.063,5,9,18,32,17.0,8.571428571428571
6340,1998131,11.063,5,9,22,18,15.0,17.0
6341,1998132,13.084,9,9,12,9,12.142857142857142,15.0
6342,1998133,5.021,22,22,15,9,9.428571428571429,12.142857142857142
6343,1998134,4.01,6,5,15,9,16.142857142857142,9.428571428571429
6344,1998135,7.042,3,5,3,4,7.0,16.142857142857142
6345,1998136,12.073,4,4,3,2,3.857142857142857,7.0
6346,1998137,12.073,6,9,9,15,2.7142857142857144,3.857142857142857
6347,1998138,9.052,48,22,27,18,7.857142857142857,2.7142857142857144
6348,1998139,5.021,7,15,5,9,18.428571428571427,7.857142857142857
6349,1998140,12.073,6,12,15,9,7.285714285714286,18.428571428571427
6350,1998141,13.084,4,0,2,6,9.285714285714286,7.285714285714286
6351,1998142,7.042,15,6,32,22,3.857142857142857,9.285714285714286
6352,1998143,11.063,18,18,15,5,16.714285714285715,3.857142857142857
6353,1998144,12.073,9,4,4,12,10.0,16.714285714285715
6354,1998145,10.052,15,18,15,7,8.0,10.0
6355,1998146,8.042,5,7,9,12,13.714285714285714,8.0
6356,1998147,6.031,15,12,12,15,8.571428571428571,13.714285714285714
6357,1998148,5.021,7,9,15,12,8.857142857142858,8.571428571428571
6358,1998149,26.126,3,7,4,5,8.571428571428571,8.857142857142858
6359,1998150,18.105,9,15,6,3,4.142857142857143,8.571428571428571
6360,1998151,4.01,39,18,18,11,8.428571428571429,4.142857142857143
6361,1998152,4.01,7,9,6,18,21.0,8.428571428571429
6362,1998153,7.031,6,4,6,2,7.285714285714286,21.0
6363,1998154,14.084,7,4,5,4,4.0,7.285714285714286
6364,1998155,7.031,5,12,6,4,5.142857142857143,4.0
6365,1998156,12.073,15,22,18,12,7.714285714285714,5.142857142857143
6366,1998157,15.094,6,5,5,4,12.428571428571429,7.714285714285714
6367,1998158,14.084,6,7,15,27,6.0,12.428571428571429
6368,1998159,10.052,32,22,27,22,11.285714285714286,6.0
6369,1998160,8.042,15,12,9,9,21.428571428571427,11.285714285714286
6370,1998161,15.084,3,6,12,15,9.285714285714286,21.428571428571427
6371,1998162,6.021,7,6,15,7,8.714285714285714,9.285714285714286
6372,1998163,6.031,15,27,12,9,8.571428571428571,8.714285714285714
6373,1998164,5.021,6,2,5,3,11.285714285714286,8.571428571428571
6374,1998165,12.073,3,4,3,2,6.0,11.285714285714286
6375,1998166,7.031,15,6,12,4,2.857142857142857,6.0
6376,1998167,6.031,3,6,5,9,12.571428571428571,2.857142857142857
6377,1998168,2.0,5,4,4,9,6.0,12.571428571428571
6378,1998169,5.021,4,6,5,15,5.0,6.0
6379,1998170,11.063,3,3,0,0,5.428571428571429,5.0
6380,1998171,14.084,12,15,4,3,2.4285714285714284,5.428571428571429
6381,1998172,14.084,4,4,9,9,11.428571428571429,2.4285714285714284
6382,1998173,10.052,18,39,18,7,8.428571428571429,11.428571428571429
6383,1998174,10.052,15,15,12,4,20.0,8.428571428571429
6384,1998175,16.094,6,12,18,7,9.142857142857142,20.0
6385,1998176,9.052,12,32,12,9,8.285714285714286,9.142857142857142
6386,1998177,42.157,9,22,15,22,14.571428571428571,8.285714285714286
6387,1998178,4.021,94,15,12,12,13.142857142857142,14.571428571428571
6388,1998179,3.0,6,7,27,12,43.857142857142854,13.142857142857142
6389,1998180,3.01,0,3,3,5,9.428571428571429,43.857142857142854
6390,1998181,3.01,2,3,3,3,2.857142857142857,9.428571428571429
6391,1998182,5.021,3,2,2,3,2.857142857142857,2.857142857142857
6392,1998183,8.042,3,3,2,4,2.4285714285714284,2.857142857142857
6393,1998184,8.042,18,12,9,7,2.857142857142857,2.4285714285714284
6394,1998185,10.052,18,7,5,4,9.428571428571429,2.857142857142857
6395,1998186,16.094,9,12,9,4,7.0,9.428571428571429
6396,1998187,19.105,27,12,18,7,8.571428571428571,7.0
6397,1998188,4.021,15,9,27,15,14.428571428571429,8.571428571428571
6398,1998189,3.01,7,5,6,12,18.571428571428573,14.428571428571429
6399,1998190,15.094,2,0,2,3,6.714285714285714,18.571428571428573
6400,1998191,5.021,2,3,4,3,2.5714285714285716,6.714285714285714
6401,1998192,11.063,12,32,32,32,3.2857142857142856,2.5714285714285716
6402,1998193,6.031,9,7,4,4,16.714285714285715,3.2857142857142856
6403,1998194,4.021,5,9,27,18,5.857142857142857,16.714285714285715
6404,1998195,2.0,3,6,3,3,12.142857142857142,5.857142857142857
6405,1998196,3.01,2,9,9,4,3.142857142857143,12.142857142857142
6406,1998197,37.146,2,0,3,2,4.0,3.142857142857143
6407,1998198,7.042,18,12,2,3,1.5714285714285714,4.0
6408,1998199,6.021,12,22,27,48,26.571428571428573,1.5714285714285714
6409,1998200,4.021,5,2,4,6,19.0,26.571428571428573
6410,1998201,3.01,4,12,5,6,3.857142857142857,19.0
6411,1998202,10.063,7,5,2,3,6.285714285714286,3.857142857142857
6412,1998203,10.063,4,5,3,2,3.4285714285714284,6.285714285714286
6413,1998204,40.146,5,4,6,5,9.428571428571429,3.4285714285714284
6414,1998205,28.126,18,27,7,18,4.571428571428571,9.428571428571429
6415,1998206,11.063,27,32,27,48,30.428571428571427,4.571428571428571
6416,1998207,4.021,9,18,27,39,31.714285714285715,30.428571428571427
6417,1998208,4.01,7,6,6,15,19.714285714285715,31.714285714285715
6418,1998209,5.021,2,3,2,4,7.0,19.714285714285715
6419,1998210,6.031,2,4,3,3,3.2857142857142856,7.0
6420,1998211,11.063,7,12,7,5,2.857142857142857,3.2857142857142856
6421,1998212,29.136,6,5,4,6,7.857142857142857,2.857142857142857
6422,1998213,21.115,22,48,12,7,4.571428571428571,7.857142857142857
6423,1998214,6.031,6,18,48,39,23.571428571428573,4.571428571428571
6424,1998215,5.021,7,9,67,32,18.857142857142858,23.571428571428573
6425,1998216,7.042,4,7,9,3,18.714285714285715,18.857142857142858
6426,1998217,6.031,7,6,5,3,5.857142857142857,18.714285714285715
6427,1998218,64.177,4,7,12,9,6.0,5.857142857142857
6428,1998219,24.126,7,4,6,7,7.428571428571429,6.0
6429,1998220,7.031,32,94,27,12,26.428571428571427,7.428571428571429
6430,1998221,2.0,9,9,12,6,39.714285714285715,26.428571428571427
6431,1998222,15.084,0,2,5,6,8.714285714285714,39.714285714285715
6432,1998223,6.031,18,2,3,5,2.7142857142857144,8.714285714285714
6433,1998224,7.042,9,18,22,6,9.428571428571429,2.7142857142857144
6434,1998225,5.021,12,15,5,5,9.571428571428571,9.428571428571429
6435,1998226,6.031,12,15,4,4,8.285714285714286,9.571428571428571
6436,1998227,4.01,2,0,2,4,7.857142857142857,8.285714285714286
6437,1998228,3.0,0,2,9,12,3.2857142857142856,7.857142857142857
6438,1998229,3.0,3,5,9,6,4.428571428571429,3.2857142857142856
6439,1998230,4.021,2,0,2,5,4.428571428571429,4.428571428571429
6440,1998231,9.052,2,3,2,3,2.7142857142857144,4.428571428571429
6441,1998232,17.094,6,7,5,4,3.4285714285714284,2.7142857142857144
6442,1998233,4.021,22,27,15,7,4.714285714285714,3.4285714285714284
6443,1998234,17.094,15,15,27,22,15.285714285714286,4.714285714285714
6444,1998235,18.105,5,9,0,0,12.571428571428571,15.285714285714286
6445,1998236,8.042,22,15,32,22,8.714285714285714,12.571428571428571
6446,1998237,10.063,3,5,12,15,22.857142857142858,8.714285714285714
6447,1998238,49.167,22,15,7,9,8.142857142857142,22.857142857142858
6448,1998239,44.209,7,9,12,5,11.428571428571429,8.142857142857142
6449,1998240,30.136,7,94,67,67,21.142857142857142,11.428571428571429
6450,1998241,20.105,32,94,32,11,47.42857142857143,21.142857142857142
6451,1998242,15.094,22,18,27,39,38.142857142857146,47.42857142857143
6452,1998243,17.094,15,7,56,22,19.857142857142858,38.142857142857146
6453,1998244,18.105,12,9,22,18,20.857142857142858,19.857142857142858
6454,1998245,9.052,15,12,15,27,15.285714285714286,20.857142857142858
6455,1998246,8.042,7,15,27,27,16.428571428571427,15.285714285714286
6456,1998247,5.021,18,12,9,12,13.428571428571429,16.428571428571427
6457,1998248,5.021,6,6,3,15,9.142857142857142,13.428571428571429
6458,1998249,5.021,3,6,5,3,6.571428571428571,9.142857142857142
6459,1998250,6.031,9,12,6,6,3.7142857142857144,6.571428571428571
6460,1998251,9.052,4,5,2,3,7.142857142857143,3.7142857142857144
6461,1998252,8.042,22,6,15,6,3.4285714285714284,7.142857142857143
6462,1998253,6.031,18,5,7,7,11.285714285714286,3.4285714285714284
6463,1998254,6.021,12,4,7,5,8.428571428571429,11.285714285714286
6464,1998255,12.073,4,4,5,3,6.714285714285714,8.428571428571429
6465,1998256,6.031,9,15,7,6,3.2857142857142856,6.714285714285714
6466,1998257,4.01,12,9,12,18,9.714285714285714,3.2857142857142856
6467,1998258,5.021,4,2,3,5,9.857142857142858,9.714285714285714
6468,1998259,4.01,4,7,4,2,3.2857142857142856,9.857142857142858
6469,1998260,6.031,3,2,6,4,5.571428571428571,3.2857142857142856
6470,1998261,25.126,12,6,4,3,3.4285714285714284,5.571428571428571
6471,1998262,8.042,9,9,5,3,6.428571428571429,3.4285714285714284
6472,1998263,5.021,12,22,48,32,8.571428571428571,6.428571428571429
6473,1998264,12.073,12,9,9,4,18.857142857142858,8.571428571428571
6474,1998265,7.031,15,5,2,3,6.428571428571429,18.857142857142858
6475,1998266,11.063,0,0,2,4,11.571428571428571,6.428571428571429
6476,1998267,28.126,15,5,18,4,4.142857142857143,11.571428571428571
6477,1998268,17.198,18,12,12,5,11.142857142857142,4.142857142857143
6478,1998269,17.094,79,80,18,12,19.285714285714285,11.142857142857142
6479,1998270,10.063,7,9,12,67,37.714285714285715,19.285714285714285
6480,1998271,4.021,18,18,32,32,16.857142857142858,37.714285714285715
6481,1998272,7.042,4,5,6,7,18.714285714285715,16.857142857142858
6482,1998273,9.052,3,5,7,3,5.285714285714286,18.714285714285715
6483,1998274,24.126,6,6,15,5,5.714285714285714,5.285714285714286
6484,1998275,32.136,56,27,12,6,7.0,5.714285714285714
6485,1998276,14.084,32,15,18,32,22.285714285714285,7.0
6486,1998277,3.01,32,39,56,39,23.285714285714285,22.285714285714285
6487,1998278,3.01,5,3,4,4,31.0,23.285714285714285
6488,1998279,3.0,6,6,0,0,3.5714285714285716,31.0
6489,1998280,28.126,2,4,5,2,2.2857142857142856,3.5714285714285716
6490,1998281,15.094,15,5,5,9,1.8571428571428572,2.2857142857142856
6491,1998282,16.094,32,15,56,67,10.0,1.8571428571428572
6492,1998283,7.042,15,15,12,12,30.285714285714285,10.0
6493,1998284,6.031,9,15,9,9,16.857142857142858,30.285714285714285
6494,1998285,5.021,15,5,7,3,10.285714285714286,16.857142857142858
6495,1998286,5.021,15,5,7,3,6.142857142857143,10.285714285714286
6496,1998287,2.0,5,3,4,4,5.428571428571429,6.142857142857143
6497,1998288,4.01,2,6,3,3,4.714285714285714,5.428571428571429
6498,1998289,3.0,0,0,2,0,3.857142857142857,4.714285714285714
6499,1998290,8.042,3,2,5,12,1.2857142857142858,3.857142857142857
6500,1998291,9.052,5,6,4,0,3.857142857142857,1.2857142857142858
6501,1998292,62.177,5,6,7,12,5.857142857142857,3.857142857142857
6502,1998293,22.115,56,15,18,7,7.571428571428571,5.857142857142857
6503,1998294,23.115,15,32,48,80,26.0,7.571428571428571
6504,1998295,20.105,39,48,48,7,32.857142857142854,26.0
6505,1998296,15.084,7,5,32,22,30.571428571428573,32.857142857142854
6506,1998297,11.073,9,15,22,32,18.428571428571427,30.571428571428573
6507,1998298,12.073,18,18,18,27,14.857142857142858,18.428571428571427
6508,1998299,4.01,18,15,9,6,16.714285714285715,14.857142857142858
6509,1998300,10.063,2,2,7,15,13.0,16.714285714285715
6510,1998301,8.052,6,7,3,2,6.0,13.0
6511,1998302,11.063,15,39,12,6,4.428571428571429,6.0
6512,1998303,5.021,18,9,9,6,13.571428571428571,4.428571428571429
6513,1998304,5.021,9,9,7,12,9.857142857142858,13.571428571428571
6514,1998305,4.01,4,2,2,0,8.571428571428571,9.857142857142858
6515,1998306,4.021,6,3,18,3,2.4285714285714284,8.571428571428571
6516,1998307,6.031,9,3,6,3,5.714285714285714,2.4285714285714284
6517,1998308,6.031,5,4,9,2,4.0,5.714285714285714
6518,1998309,8.042,12,9,9,7,5.0,4.0
6519,1998310,20.105,7,4,5,6,7.285714285714286,5.0
6520,1998311,26.126,12,9,7,15,5.142857142857143,7.285714285714286
6521,1998312,66.177,12,22,18,22,15.428571428571429,5.142857142857143
6522,1998313,75.187,80,18,27,48,18.285714285714285,15.428571428571429
6523,1998314,6.031,39,18,12,18,49.285714285714285,18.285714285714285
6524,1998315,3.0,22,39,11,56,37.0,49.285714285714285
6525,1998316,4.01,0,0,2,3,21.142857142857142,37.0
6526,1998317,64.177,3,6,3,2,1.7142857142857142,21.142857142857142
6527,1998318,41.157,80,6,4,2,3.4285714285714284,1.7142857142857142
6528,1998319,10.063,56,67,80,67,39.142857142857146,3.4285714285714284
6529,1998320,7.042,6,9,22,22,62.285714285714285,39.142857142857146
6530,1998321,6.031,9,15,18,9,10.857142857142858,62.285714285714285
6531,1998322,7.042,15,12,5,6,10.285714285714286,10.857142857142858
6532,1998323,7.042,7,2,2,4,8.142857142857142,10.285714285714286
6533,1998324,10.052,12,6,7,5,5.714285714285714,8.142857142857142
6534,1998325,6.031,3,4,5,9,7.142857142857143,5.714285714285714
6535,1998326,6.031,7,18,18,4,7.0,7.142857142857143
6536,1998327,11.063,9,5,4,9,9.142857142857142,7.0
6537,1998328,16.094,12,2,4,6,7.142857142857143,9.142857142857142
6538,1998329,13.073,9,18,9,12,6.571428571428571,7.142857142857143
6539,1998330,10.063,7,12,27,27,11.714285714285714,6.571428571428571
6540,1998331,9.052,9,15,22,22,14.857142857142858,11.714285714285714
6541,1998332,6.031,15,5,7,18,15.0,14.857142857142858
6542,1998333,8.042,9,3,3,12,10.571428571428571,15.0
6543,1998334,19.105,9,5,6,9,6.714285714285714,10.571428571428571
6544,1998335,11.073,2,7,22,2,7.0,6.714285714285714
6545,1998336,4.021,18,32,32,18,13.857142857142858,7.0
6546,1998337,7.042,3,4,5,9,19.571428571428573,13.857142857142858
6547,1998338,10.063,6,5,5,3,5.428571428571429,19.571428571428573
6548,1998339,14.084,5,4,9,18,4.571428571428571,5.428571428571429
6549,1998340,7.042,12,9,12,18,8.428571428571429,4.571428571428571
6550,1998341,8.042,0,5,15,9,14.285714285714286,8.428571428571429
6551,1998342,4.01,9,7,7,9,7.571428571428571,14.285714285714286
6552,1998343,6.031,6,12,5,12,6.857142857142857,7.571428571428571
6553,1998344,6.031,6,3,3,6,6.428571428571429,6.857142857142857
6554,1998345,33.136,4,0,4,18,5.0,6.428571428571429
6555,1998346,7.042,39,18,7,7,5.428571428571429,5.0
6556,1998347,3.01,18,18,18,39,27.571428571428573,5.428571428571429
6557,1998348,5.021,4,7,6,3,16.0,27.571428571428573
6558,1998349,6.031,6,5,5,4,3.4285714285714284,16.0
6559,1998350,12.073,15,6,3,5,4.857142857142857,3.4285714285714284
6560,1998351,0.0,18,15,3,3,5.428571428571429,4.857142857142857
6561,1998352,3.0,2,2,4,18,12.0,5.428571428571429
6562,1998353,9.052,0,0,0,0,3.7142857142857144,12.0
6563,1998354,12.073,4,3,2,3,1.2857142857142858,3.7142857142857144
6564,1998355,4.01,12,22,9,15,3.0,1.2857142857142858
6565,1998356,4.021,3,6,12,12,13.857142857142858,3.0
6566,1998357,6.031,5,5,3,5,5.857142857142857,13.857142857142858
6567,1998358,4.01,5,4,12,3,3.857142857142857,5.857142857142857
6568,1998359,12.073,5,6,6,9,5.571428571428571,3.857142857142857
6569,1998360,15.084,15,5,4,4,5.142857142857143,5.571428571428571
6570,1998361,2.0,9,15,9,9,10.142857142857142,5.142857142857143
6571,1998362,7.042,7,15,9,6,13.428571428571429,10.142857142857142
6572,1998363,22.115,0,0,0,2,6.0,13.428571428571429
6573,1998364,6.031,7,15,22,9,1.5714285714285714,6.0
6574,1998365,4.01,12,32,48,27,12.714285714285714,1.5714285714285714
6575,19991,6.031,6,5,4,5,20.428571428571427,12.714285714285714
6576,19992,7.031,2,2,4,3,4.285714285714286,20.428571428571427
6577,19993,4.01,7,7,9,5,4.571428571428571,4.285714285714286
6578,19994,7.031,9,3,5,9,7.142857142857143,4.571428571428571
6579,19995,8.052,4,5,3,3,5.0,7.142857142857143
6580,19996,10.063,18,12,5,7,4.857142857142857,5.0
6581,19997,9.052,9,7,2,5,10.428571428571429,4.857142857142857
6582,19998,17.094,4,9,15,9,6.285714285714286,10.428571428571429
6583,19999,11.063,18,9,12,15,7.857142857142857,6.285714285714286
6584,199910,6.031,22,18,27,15,13.857142857142858,7.857142857142857
6585,199911,6.021,9,12,7,5,17.285714285714285,13.857142857142858
6586,199912,5.021,7,4,5,0,8.571428571428571,17.285714285714285
6587,199913,40.157,5,5,7,4,4.714285714285714,8.571428571428571
6588,199914,29.136,9,9,7,3,4.428571428571429,4.714285714285714
6589,199915,20.105,12,32,67,56,8.285714285714286,4.428571428571429
6590,199916,8.042,22,32,15,27,40.42857142857143,8.285714285714286
6591,199917,6.031,9,7,15,22,24.0,40.42857142857143
6592,199918,5.021,12,5,4,5,12.714285714285714,24.0
6593,199919,4.01,0,5,3,4,6.285714285714286,12.714285714285714
6594,199920,8.042,7,9,15,7,2.2857142857142856,6.285714285714286
6595,199921,6.031,5,3,2,2,7.571428571428571,2.2857142857142856
6596,199922,14.084,4,7,15,18,3.0,7.571428571428571
6597,199923,21.115,5,2,3,3,10.428571428571429,3.0
6598,199924,17.094,9,22,22,27,3.857142857142857,10.428571428571429
6599,199925,9.052,32,48,27,32,18.285714285714285,3.857142857142857
6600,199926,5.021,22,6,22,15,26.857142857142858,18.285714285714285
6601,199927,9.052,9,5,6,5,13.571428571428571,26.857142857142858
6602,199928,7.042,7,9,3,0,5.571428571428571,13.571428571428571
6603,199929,7.042,2,5,9,12,6.714285714285714,5.571428571428571
6604,199930,4.01,5,7,6,12,6.714285714285714,6.714285714285714
6605,199931,3.01,7,7,6,9,7.285714285714286,6.714285714285714
6606,199932,0.0,3,2,2,4,6.285714285714286,7.285714285714286
6607,199933,1.0,0,0,2,4,3.4285714285714284,6.285714285714286
6608,199934,5.021,0,0,0,0,1.1428571428571428,3.4285714285714284
6609,199935,9.052,5,4,2,0,0.2857142857142857,1.1428571428571428
6610,199936,10.052,4,9,6,6,3.0,0.2857142857142857
6611,199937,12.073,12,7,15,15,6.142857142857143,3.0
6612,199938,13.073,6,7,15,12,9.571428571428571,6.142857142857143
6613,199939,6.031,7,7,15,22,11.285714285714286,9.571428571428571
6614,199940,3.01,7,15,6,18,13.714285714285714,11.285714285714286
6615,199941,6.021,6,3,6,4,9.142857142857142,13.714285714285714
6616,199942,20.105,4,3,3,3,3.857142857142857,9.142857142857142
6617,199943,24.115,22,9,9,6,3.7142857142857144,3.857142857142857
6618,199944,8.042,22,15,27,27,12.571428571428571,3.7142857142857144
6619,199945,8.042,7,9,27,32,24.571428571428573,12.571428571428571
6620,199946,15.084,3,7,7,4,15.142857142857142,24.571428571428573
6621,199947,4.01,27,7,6,15,5.142857142857143,15.142857142857142
6622,199948,17.094,7,7,12,9,14.857142857142858,5.142857142857143
6623,199949,80.187,3,3,2,2,6.857142857142857,14.857142857142858
6624,199950,40.146,39,9,6,7,13.142857142857142,6.857142857142857
6625,199951,3.01,67,48,80,56,23.285714285714285,13.142857142857142
6626,199952,4.01,2,12,22,27,55.285714285714285,23.285714285714285
6627,199953,6.031,0,5,9,4,9.285714285714286,55.285714285714285
6628,199954,9.052,9,12,5,4,3.5714285714285716,9.285714285714286
6629,199955,9.052,6,9,7,2,6.714285714285714,3.5714285714285716
6630,199956,6.031,3,2,5,18,7.714285714285714,6.714285714285714
6631,199957,1.0,3,4,7,15,8.0,7.714285714285714
6632,199958,4.01,0,0,4,9,8.714285714285714,8.0
6633,199959,17.094,4,0,0,3,2.142857142857143,8.714285714285714
6634,199960,41.157,0,4,4,3,3.0,2.142857142857143
6635,199961,22.115,67,56,27,27,3.5714285714285716,3.0
6636,199962,16.094,67,32,48,39,38.57142857142857,3.5714285714285716
6637,199963,30.136,6,12,12,18,33.42857142857143,38.57142857142857
6638,199964,16.094,15,18,39,27,11.714285714285714,33.42857142857143
6639,199965,13.084,39,22,39,48,27.285714285714285,11.714285714285714
6640,199966,22.115,9,3,6,22,28.0,27.285714285714285
6641,199967,12.073,22,39,18,9,9.285714285714286,28.0
6642,199968,21.115,12,12,18,22,25.857142857142858,9.285714285714286
6643,199969,34.136,22,32,9,7,14.0,25.857142857142858
6644,199970,15.084,48,6,18,18,20.285714285714285,14.0
6645,199971,11.063,18,9,12,12,38.714285714285715,20.285714285714285
6646,199972,6.031,5,6,7,15,14.571428571428571,38.714285714285715
6647,199973,15.094,5,12,18,9,9.428571428571429,14.571428571428571
6648,199974,14.084,15,9,5,5,7.142857142857143,9.428571428571429
6649,199975,3.01,22,22,15,15,9.0,7.142857142857143
6650,199976,5.021,2,6,4,6,20.0,9.0
6651,199977,6.031,4,4,2,4,4.285714285714286,20.0
6652,199978,6.031,4,3,6,12,3.142857142857143,4.285714285714286
6653,199979,5.021,3,2,7,9,6.428571428571429,3.142857142857143
6654,199980,5.021,5,4,15,7,5.142857142857143,6.428571428571429
6655,199981,3.0,2,2,7,6,6.285714285714286,5.142857142857143
6656,199982,6.021,2,0,4,4,4.571428571428571,6.285714285714286
6657,199983,4.01,3,2,4,5,1.7142857142857142,4.571428571428571
6658,199984,8.042,2,9,6,7,3.7142857142857144,1.7142857142857142
6659,199985,6.031,2,2,2,3,5.571428571428571,3.7142857142857144
6660,199986,4.01,4,12,18,18,2.4285714285714284,5.571428571428571
6661,199987,6.031,3,2,2,4,11.142857142857142,2.4285714285714284
6662,199988,28.126,6,9,3,2,3.4285714285714284,11.142857142857142
6663,199989,22.115,18,4,5,5,5.857142857142857,3.4285714285714284
6664,199990,15.094,27,22,27,22,14.428571428571429,5.857142857142857
6665,199991,12.073,22,18,22,27,22.714285714285715,14.428571428571429
6666,199992,10.063,32,32,12,12,16.714285714285715,22.714285714285715
6667,199993,10.063,5,3,3,9,18.571428571428573,16.714285714285715
6668,199994,14.084,9,5,18,12,7.428571428571429,18.571428571428573
6669,199995,12.073,18,12,22,6,9.857142857142858,7.428571428571429
6670,199996,10.063,15,18,27,7,11.714285714285714,9.857142857142858
6671,199997,11.063,18,3,4,15,16.0,11.714285714285714
6672,199998,8.042,22,6,6,6,11.0,16.0
6673,199999,6.031,3,9,15,6,10.285714285714286,11.0
6674,1999100,16.094,7,7,9,27,6.571428571428571,10.285714285714286
6675,1999101,10.052,6,3,6,9,9.428571428571429,6.571428571428571
6676,1999102,8.042,15,22,15,18,9.571428571428571,9.428571428571429
6677,1999103,3.01,22,4,4,9,15.571428571428571,9.571428571428571
6678,1999104,7.042,0,2,3,5,9.142857142857142,15.571428571428571
