,date,ap_daily,ap1,ap2,ap3,ap4,apavg1,apavg2
3068,1988147,8.042,5,5,7,9,7.0,4.428571428571429
3069,1988148,3.01,9,18,9,4,5.428571428571429,7.0
3070,1988149,3.01,2,3,3,7,10.857142857142858,5.428571428571429
3071,1988150,7.031,3,4,3,3,3.2857142857142856,10.857142857142858
3072,1988151,12.073,3,3,4,4,3.0,3.2857142857142856
3073,1988152,9.052,6,6,5,9,4.857142857142857,3.0
3074,1988153,6.031,15,18,18,6,9.857142857142858,4.857142857142857
3075,1988154,5.021,3,6,9,9,11.714285714285714,9.857142857142858
3076,1988155,2.0,6,6,9,7,6.285714285714286,11.714285714285714
3077,1988156,3.0,2,6,6,3,5.857142857142857,6.285714285714286
3078,1988157,10.063,2,0,2,3,3.7142857142857144,5.857142857142857
3079,1988158,8.042,4,4,3,4,1.5714285714285714,3.7142857142857144
3080,1988159,6.031,22,12,27,9,4.285714285714286,1.5714285714285714
3081,1988160,6.031,3,5,4,4,13.285714285714286,4.285714285714286
3082,1988161,8.042,5,12,6,6,5.142857142857143,13.285714285714286
3083,1988162,9.052,0,4,5,5,7.142857142857143,5.142857142857143
3084,1988163,7.031,15,9,18,12,3.5714285714285716,7.142857142857143
3085,1988164,4.01,6,5,4,9,12.714285714285714,3.5714285714285716
3086,1988165,6.021,3,3,7,7,6.714285714285714,12.714285714285714
3087,1988166,20.105,15,5,2,2,4.714285714285714,6.714285714285714
3088,1988167,9.052,18,6,2,3,5.285714285714286,4.714285714285714
3089,1988168,6.031,15,27,12,12,14.428571428571429,5.285714285714286
3090,1988169,10.063,9,22,7,4,12.0,14.428571428571429
3091,1988170,14.084,12,6,5,4,8.285714285714286,12.0
3092,1988171,21.115,7,15,6,7,7.857142857142857,8.285714285714286
3093,1988172,13.073,12,7,32,32,7.714285714285714,7.857142857142857
3094,1988173,5.021,18,9,27,32,19.857142857142858,7.714285714285714
3095,1988174,12.073,3,3,3,5,21.714285714285715,19.857142857142858
3096,1988175,8.042,6,6,4,5,4.285714285714286,21.714285714285715
3097,1988176,17.094,9,7,15,9,8.571428571428571,4.285714285714286
3098,1988177,27.126,15,15,9,7,8.428571428571429,8.571428571428571
3099,1988178,17.094,15,18,15,27,13.0,8.428571428571429
3100,1988179,9.052,18,27,39,48,22.285714285714285,13.0
3101,1988180,10.052,22,27,39,18,23.142857142857142,22.285714285714285
3102,1988181,26.126,7,7,15,7,18.0,23.142857142857142
3103,1988182,22.115,6,6,6,9,11.285714285714286,18.0
3104,1988183,14.084,27,27,48,22,15.571428571428571,11.285714285714286
3105,1988184,10.063,22,9,18,39,25.571428571428573,15.571428571428571
3106,1988185,7.031,18,18,15,9,18.142857142857142,25.571428571428573
3107,1988186,4.01,3,6,9,6,13.714285714285714,18.142857142857142
3108,1988187,5.021,6,7,12,9,6.0,13.714285714285714
3109,1988188,11.063,2,2,2,4,6.857142857142857,6.0
3110,1988189,8.042,15,9,12,6,2.4285714285714284,6.857142857142857
3111,1988190,10.052,6,9,9,12,10.428571428571429,2.4285714285714284
3112,1988191,3.01,9,6,7,5,9.571428571428571,10.428571428571429
3113,1988192,7.031,5,7,15,7,7.428571428571429,9.571428571428571
3114,1988193,21.115,6,5,2,3,5.857142857142857,7.428571428571429
3115,1988194,15.084,22,6,12,9,4.285714285714286,5.857142857142857
3116,1988195,5.021,12,12,15,18,16.571428571428573,4.285714285714286
3117,1988196,7.042,6,15,18,9,15.0,16.571428571428573
3118,1988197,11.073,12,9,5,5,8.428571428571429,15.0
3119,1988198,22.115,12,7,6,7,7.285714285714286,8.428571428571429
3120,1988199,6.031,15,15,15,18,7.714285714285714,7.285714285714286
3121,1988200,9.052,6,12,15,12,19.285714285714285,7.714285714285714
3122,1988201,9.052,5,7,6,6,8.571428571428571,19.285714285714285
3123,1988202,3.01,6,7,6,9,9.428571428571429,8.571428571428571
3124,1988203,26.126,3,6,9,4,8.571428571428571,9.428571428571429
3125,1988204,27.126,5,4,3,4,4.571428571428571,8.571428571428571
3126,1988205,12.073,39,7,9,18,21.285714285714285,4.571428571428571
3127,1988206,7.031,15,27,32,27,20.857142857142858,21.285714285714285
3128,1988207,6.031,7,6,3,3,22.714285714285715,20.857142857142858
3129,1988208,16.094,7,7,6,5,5.857142857142857,22.714285714285715
3130,1988209,12.073,12,6,7,4,6.142857142857143,5.857142857142857
3131,1988210,11.063,27,27,18,22,9.0,6.142857142857143
3132,1988211,7.042,7,9,5,6,19.142857142857142,9.0
3133,1988212,6.031,6,22,22,12,6.428571428571429,19.142857142857142
3134,1988213,8.042,9,22,9,4,10.571428571428571,6.428571428571429
3135,1988214,8.042,4,9,5,5,8.714285714285714,10.571428571428571
3136,1988215,5.021,9,9,6,7,8.142857142857142,8.714285714285714
3137,1988216,6.031,7,5,12,5,8.0,8.142857142857142
3138,1988217,2.0,7,6,6,4,6.142857142857143,8.0
3139,1988218,6.031,3,3,2,5,7.142857142857143,6.142857142857143
3140,1988219,5.021,2,3,2,2,3.0,7.142857142857143
3141,1988220,5.021,6,12,6,12,2.857142857142857,3.0
3142,1988221,3.01,7,7,3,3,8.142857142857142,2.857142857142857
3143,1988222,13.084,0,3,5,4,4.857142857142857,8.142857142857142
3144,1988223,9.052,7,6,5,2,3.0,4.857142857142857
3145,1988224,8.042,12,18,27,12,6.142857142857143,3.0
3146,1988225,16.094,7,18,18,5,12.142857142857142,6.142857142857143
3147,1988226,17.094,15,9,7,6,10.857142857142858,12.142857142857142
3148,1988227,21.115,18,22,12,27,9.142857142857142,10.857142857142858
3149,1988228,16.094,32,15,12,18,18.714285714285715,9.142857142857142
3150,1988229,8.042,7,9,5,27,21.571428571428573,18.714285714285715
3151,1988230,5.021,9,7,12,15,17.142857142857142,21.571428571428573
3152,1988231,8.052,4,5,9,6,10.0,17.142857142857142
3153,1988232,8.042,6,6,3,3,6.0,10.0
3154,1988233,17.094,6,5,6,12,7.142857142857143,6.0
3155,1988234,7.042,9,9,6,15,7.0,7.142857142857143
3156,1988235,24.115,6,7,12,27,10.285714285714286,7.0
3157,1988236,10.063,56,27,3,3,9.857142857142858,10.285714285714286
3158,1988237,11.063,12,5,7,5,28.142857142857142,9.857142857142858
3159,1988238,15.094,5,15,15,9,7.285714285714286,28.142857142857142
3160,1988239,9.052,6,18,18,12,9.857142857142858,7.285714285714286
3161,1988240,15.084,9,7,15,18,14.714285714285714,9.857142857142858
3162,1988241,9.052,27,15,6,9,10.142857142857142,14.714285714285714
3163,1988242,13.084,5,7,15,12,15.142857142857142,10.142857142857142
3164,1988243,12.073,22,18,7,6,9.571428571428571,15.142857142857142
3165,1988244,13.073,18,12,5,12,14.571428571428571,9.571428571428571
3166,1988245,21.115,15,9,7,9,14.142857142857142,14.571428571428571
3167,1988246,12.073,27,22,15,27,7.714285714285714,14.142857142857142
3168,1988247,8.052,15,15,12,15,23.714285714285715,7.714285714285714
3169,1988248,7.031,15,18,9,9,13.428571428571429,23.714285714285715
3170,1988249,4.01,9,6,12,5,10.714285714285714,13.428571428571429
3171,1988250,3.01,7,6,5,5,7.857142857142857,10.714285714285714
3172,1988251,5.021,2,2,3,3,5.142857142857143,7.857142857142857
3173,1988252,6.031,4,3,9,5,1.8571428571428572,5.142857142857143
3174,1988253,4.01,0,3,3,2,6.0,1.8571428571428572
3175,1988254,7.042,3,7,15,6,3.142857142857143,6.0
3176,1988255,51.167,6,6,9,3,5.714285714285714,3.142857142857143
3177,1988256,20.105,18,18,12,6,5.142857142857143,5.714285714285714
3178,1988257,10.063,67,80,56,67,22.714285714285715,5.142857142857143
3179,1988258,11.063,7,12,12,12,45.57142857142857,22.714285714285715
3180,1988259,12.073,15,6,15,7,11.714285714285714,45.57142857142857
3181,1988260,6.031,15,6,6,9,11.857142857142858,11.714285714285714
3182,1988261,20.105,6,5,5,18,10.714285714285714,11.857142857142858
3183,1988262,34.146,9,2,3,5,7.714285714285714,10.714285714285714
3184,1988263,23.115,80,32,22,12,11.571428571428571,7.714285714285714
3185,1988264,11.063,39,56,18,6,33.42857142857143,11.571428571428571
3186,1988265,11.063,12,27,18,9,28.0,33.42857142857143
3187,1988266,20.105,15,9,18,6,14.142857142857142,28.0
3188,1988267,11.063,15,12,18,5,10.571428571428571,14.142857142857142
3189,1988268,8.042,18,7,7,39,17.285714285714285,10.571428571428571
3190,1988269,12.073,5,9,6,5,15.714285714285714,17.285714285714285
3191,1988270,8.042,27,15,7,5,7.0,15.714285714285714
3192,1988271,5.021,4,22,9,9,10.428571428571429,7.0
3193,1988272,5.021,9,7,5,6,9.285714285714286,10.428571428571429
3194,1988273,4.01,7,4,3,6,5.857142857142857,9.285714285714286
3195,1988274,8.042,5,6,6,6,4.571428571428571,5.857142857142857
3196,1988275,11.063,2,2,2,5,5.142857142857143,4.571428571428571
3197,1988276,5.021,18,9,15,9,4.285714285714286,5.142857142857143
3198,1988277,3.01,9,15,12,7,10.857142857142858,4.285714285714286
3199,1988278,9.052,2,3,3,2,8.285714285714286,10.857142857142858
3200,1988279,18.105,0,3,5,5,2.4285714285714284,8.285714285714286
3201,1988280,38.146,27,32,18,4,3.4285714285714284,2.4285714285714284
3202,1988281,6.031,48,12,12,18,20.857142857142858,3.4285714285714284
3203,1988282,7.042,9,12,67,56,25.142857142857142,20.857142857142858
3204,1988283,17.094,5,6,5,5,23.428571428571427,25.142857142857142
3205,1988284,85.187,9,5,12,12,4.857142857142857,23.428571428571427
3206,1988285,13.073,27,18,18,22,11.857142857142858,4.857142857142857
3207,1988286,6.031,32,48,80,67,41.42857142857143,11.857142857142858
3208,1988287,6.031,9,7,4,6,38.857142857142854,41.42857142857143
3209,1988288,6.021,6,2,5,4,7.0,38.857142857142854
3210,1988289,6.031,7,4,4,3,6.285714285714286,7.0
3211,1988290,10.063,2,3,2,6,5.428571428571429,6.285714285714286
3212,1988291,15.094,9,5,5,12,3.5714285714285716,5.428571428571429
3213,1988292,30.136,12,7,22,15,8.0,3.5714285714285716
3214,1988293,12.073,27,27,22,12,12.714285714285714,8.0
3215,1988294,18.105,18,32,27,48,22.857142857142858,12.714285714285714
3216,1988295,7.042,18,6,12,9,23.857142857142858,22.857142857142858
3217,1988296,3.01,15,15,15,27,15.142857142857142,23.857142857142858
3218,1988297,6.031,5,7,5,3,13.571428571428571,15.142857142857142
3219,1988298,6.031,5,2,2,4,4.0,13.571428571428571
3220,1988299,4.01,12,4,5,5,4.857142857142857,4.0
3221,1988300,7.031,6,7,4,4,6.285714285714286,4.857142857142857
3222,1988301,8.042,3,3,3,3,5.0,6.285714285714286
3223,1988302,9.052,4,9,12,6,4.142857142857143,5.0
3224,1988303,3.01,15,7,18,7,7.714285714285714,4.142857142857143
3225,1988304,5.021,5,5,3,4,12.285714285714286,7.714285714285714
3226,1988305,10.063,3,2,0,2,4.285714285714286,12.285714285714286
3227,1988306,7.031,7,15,15,2,1.4285714285714286,4.285714285714286
3228,1988307,30.136,6,9,6,7,11.714285714285714,1.4285714285714286
3229,1988308,26.126,32,9,9,12,6.285714285714286,11.714285714285714
3230,1988309,8.052,32,22,56,48,17.571428571428573,6.285714285714286
3231,1988310,10.063,12,15,27,12,34.142857142857146,17.571428571428573
3232,1988311,13.084,15,5,9,9,12.428571428571429,34.142857142857146
3233,1988312,17.094,4,3,7,15,9.428571428571429,12.428571428571429
3234,1988313,18.105,18,15,18,7,11.857142857142858,9.428571428571429
3235,1988314,12.073,18,18,18,22,15.142857142857142,11.857142857142858
3236,1988315,14.084,12,12,39,27,16.428571428571427,15.142857142857142
3237,1988316,10.063,22,12,6,18,17.142857142857142,16.428571428571427
3238,1988317,18.105,4,3,4,9,15.142857142857142,17.142857142857142
3239,1988318,8.052,18,22,22,12,5.285714285714286,15.142857142857142
3240,1988319,11.063,18,32,15,27,15.285714285714286,5.285714285714286
3241,1988320,13.084,9,7,9,7,16.0,15.285714285714286
3242,1988321,18.105,18,12,12,6,9.428571428571429,16.0
3243,1988322,11.063,4,9,12,7,13.714285714285714,9.428571428571429
3244,1988323,8.042,18,22,22,15,14.857142857142858,13.714285714285714
3245,1988324,4.01,3,5,7,4,17.857142857142858,14.857142857142858
3246,1988325,2.0,6,7,18,7,5.428571428571429,17.857142857142858
3247,1988326,6.021,2,5,4,3,7.0,5.428571428571429
3248,1988327,4.01,9,4,0,4,2.5714285714285716,7.0
3249,1988328,2.0,5,7,6,3,4.857142857142857,2.5714285714285716
3250,1988329,4.01,2,2,3,3,5.142857142857143,4.857142857142857
3251,1988330,7.042,9,4,0,0,3.2857142857142856,5.142857142857143
3252,1988331,20.105,7,3,3,3,3.5714285714285716,3.2857142857142856
3253,1988332,12.073,22,15,15,4,3.857142857142857,3.5714285714285716
3254,1988333,9.052,18,5,15,18,17.428571428571427,3.857142857142857
3255,1988334,8.042,4,6,12,18,12.428571428571429,17.428571428571427
3256,1988335,37.146,12,9,15,5,8.428571428571429,12.428571428571429
3257,1988336,5.021,9,12,7,6,8.571428571428571,8.428571428571429
3258,1988337,15.084,5,5,32,56,25.571428571428573,8.571428571428571
3259,1988338,18.105,4,2,3,2,16.142857142857142,25.571428571428573
3260,1988339,10.063,12,12,12,27,7.0,16.142857142857142
3261,1988340,4.01,15,15,39,32,14.142857142857142,7.0
3262,1988341,3.01,3,5,4,12,20.285714285714285,14.142857142857142
3263,1988342,3.0,4,5,3,4,5.142857142857143,20.285714285714285
3264,1988343,5.021,2,3,3,3,4.0,5.142857142857143
3265,1988344,4.01,4,3,0,5,2.7142857142857144,4.0
3266,1988345,8.052,6,5,4,7,3.7142857142857144,2.7142857142857144
3267,1988346,17.094,9,7,4,4,3.7142857142857144,3.7142857142857144
3268,1988347,14.084,6,2,4,18,6.714285714285714,3.7142857142857144
3269,1988348,20.105,12,18,27,22,9.0,6.714285714285714
3270,1988349,13.084,9,12,6,9,20.714285714285715,9.0
3271,1988350,10.063,7,18,32,18,13.0,20.714285714285715
3272,1988351,25.126,18,27,32,15,12.857142857142858,13.0
3273,1988352,35.146,22,2,4,5,19.714285714285715,12.857142857142858
3274,1988353,25.126,12,32,27,48,10.714285714285714,19.714285714285715
3275,1988354,20.105,32,67,94,6,28.142857142857142,10.714285714285714
3276,1988355,7.031,32,22,15,15,39.285714285714285,28.142857142857142
3277,1988356,11.063,9,7,22,22,21.857142857142858,39.285714285714285
3278,1988357,13.084,7,5,7,6,11.714285714285714,21.857142857142858
3279,1988358,4.01,18,5,7,7,11.0,11.714285714285714
3280,1988359,4.021,6,6,15,12,12.285714285714286,11.0
3281,1988360,22.115,5,4,5,2,7.428571428571429,12.285714285714286
3282,1988361,25.126,7,5,3,4,4.285714285714286,7.428571428571429
3283,1988362,20.105,18,18,32,32,10.0,4.285714285714286
3284,1988363,14.084,22,18,15,27,27.428571428571427,10.0
3285,1988364,20.105,6,6,12,22,22.571428571428573,27.428571428571427
3286,1988365,11.063,27,9,22,18,11.0,22.571428571428573
3287,1988366,12.073,9,22,18,5,20.0,11.0
3288,19891,15.094,5,6,15,7,13.285714285714286,20.0
3289,19892,6.031,27,18,15,12,9.0,13.285714285714286
3290,19893,4.01,6,12,15,12,16.285714285714285,9.0
3291,19894,9.052,2,7,9,4,8.714285714285714,16.285714285714285
3292,19895,33.136,6,6,7,5,4.285714285714286,8.714285714285714
3293,19896,10.052,32,22,9,6,6.142857142857143,4.285714285714286
3294,19897,10.063,15,12,27,39,29.428571428571427,6.142857142857143
3295,19898,17.094,18,12,7,4,18.0,29.428571428571427
3296,19899,16.094,4,7,12,12,8.857142857142858,18.0
3297,198910,12.073,12,27,22,27,8.857142857142858,8.857142857142858
3298,198911,37.146,22,15,15,15,19.857142857142858,8.857142857142858
3299,198912,20.105,7,6,9,12,14.285714285714286,19.857142857142858
3300,198913,11.073,80,94,94,67,7.0,14.285714285714286
3301,198914,14.084,3,7,9,7,54.857142857142854,7.0
3302,198915,38.146,18,15,18,22,5.857142857142857,54.857142857142854
3303,198916,43.157,39,39,22,12,12.142857142857142,5.857142857142857
3304,198917,28.126,67,67,48,39,27.571428571428573,12.142857142857142
3305,198918,15.084,32,39,39,32,52.57142857142857,27.571428571428573
3306,198919,7.042,27,15,39,22,33.57142857142857,52.57142857142857
3307,198920,45.157,7,7,7,9,22.142857142857142,33.57142857142857
3308,198921,28.126,15,7,7,5,8.142857142857142,22.142857142857142
3309,198922,30.136,22,48,67,11,8.428571428571429,8.142857142857142
3310,198923,22.115,32,32,27,39,32.714285714285715,8.428571428571429
3311,198924,10.063,18,15,15,22,32.285714285714285,32.714285714285715
3312,198925,12.073,12,15,18,22,21.0,32.285714285714285
3313,198926,10.063,7,12,15,12,12.857142857142858,21.0
3314,198927,12.073,9,12,12,7,12.571428571428571,12.857142857142858
3315,198928,13.084,18,7,9,15,10.0,12.571428571428571
3316,198929,10.063,7,4,4,9,14.0,10.0
3317,198930,12.073,9,9,27,15,8.714285714285714,14.0
3318,198931,32.136,9,6,9,22,11.428571428571429,8.714285714285714
3319,198932,29.136,18,9,9,12,12.285714285714286,11.428571428571429
3320,198933,21.115,39,80,56,32,13.714285714285714,12.285714285714286
3321,198934,44.157,27,56,18,12,40.0,13.714285714285714
3322,198935,24.126,67,27,56,7,21.285714285714285,40.0
3323,198936,22.115,39,39,39,56,38.285714285714285,21.285714285714285
3324,198937,23.115,27,27,27,12,33.857142857142854,38.285714285714285
3325,198938,25.126,39,32,22,18,21.714285714285715,33.857142857142854
3326,198939,14.084,22,18,22,22,24.714285714285715,21.714285714285715
3327,198940,19.105,22,27,22,27,23.571428571428573,24.714285714285715
3328,198941,12.073,27,15,6,9,20.857142857142858,23.571428571428573
3329,198942,10.063,27,15,18,15,17.0,20.857142857142858
3330,198943,14.084,4,3,3,4,16.285714285714285,17.0
3331,198944,21.115,15,15,22,12,4.571428571428571,16.285714285714285
3332,198945,14.084,32,22,22,12,13.142857142857142,4.571428571428571
3333,198946,14.084,15,12,15,22,22.714285714285715,13.142857142857142
3334,198947,17.094,5,4,5,22,16.0,22.714285714285715
3335,198948,5.021,27,32,27,18,8.571428571428571,16.0
3336,198949,9.052,9,15,9,5,23.857142857142858,8.571428571428571
3337,198950,9.052,4,5,3,2,8.285714285714286,23.857142857142858
3338,198951,21.115,4,4,12,15,5.0,8.285714285714286
3339,198952,11.063,18,18,7,15,7.857142857142857,5.0
3340,198953,13.073,12,9,27,27,16.571428571428573,7.857142857142857
3341,198954,5.021,7,5,6,15,16.714285714285715,16.571428571428573
3342,198955,9.052,5,9,15,7,12.428571428571429,16.714285714285715
3343,198956,7.031,12,9,5,4,7.0,12.428571428571429
3344,198957,4.01,4,5,4,5,9.0,7.0
3345,198958,6.031,3,4,5,4,7.0,9.0
3346,198959,13.073,7,4,2,3,3.7142857142857144,7.0
3347,198960,12.073,5,6,6,12,3.857142857142857,3.7142857142857144
3348,198961,25.126,18,22,18,15,7.857142857142857,3.857142857142857
3349,198962,37.146,18,9,7,12,15.285714285714286,7.857142857142857
3350,198963,13.084,15,18,15,18,21.857142857142858,15.285714285714286
3351,198964,30.136,18,15,27,48,31.428571428571427,21.857142857142858
3352,198965,24.126,12,3,4,15,20.285714285714285,31.428571428571427
3353,198966,18.105,27,18,22,18,23.571428571428573,20.285714285714285
3354,198967,24.115,27,18,27,27,20.0,23.571428571428573
3355,198968,31.136,9,15,7,15,23.428571428571427,20.0
3356,198969,19.105,56,67,56,32,9.857142857142858,23.428571428571427
3357,198970,17.094,32,39,22,27,42.142857142857146,9.857142857142858
3358,198971,23.115,12,18,15,15,25.857142857142858,42.142857142857146
3359,198972,46.229,48,27,12,15,16.0,25.857142857142858
3360,198973,58.209,80,15,27,39,20.571428571428573,16.0
3361,198974,49.167,0,0,0,36,39.42857142857143,20.571428571428573
3362,198975,50.167,11,54,79,56,37.285714285714285,39.42857142857143
3363,198976,34.146,7,15,27,39,52.42857142857143,37.285714285714285
3364,198977,15.084,32,22,48,48,29.0,52.42857142857143
3365,198978,55.167,4,12,22,32,42.0,29.0
3366,198979,14.084,4,7,5,56,13.0,42.0
3367,198980,22.115,9,12,18,80,41.0,13.0
3368,198981,39.146,27,27,6,9,24.0,41.0
3369,198982,36.146,15,22,15,12,21.428571428571427,24.0
3370,198983,16.094,32,67,80,39,20.714285714285715,21.428571428571427
3371,198984,10.063,48,39,39,67,40.0,20.714285714285715
3372,198985,14.084,5,4,4,6,36.0,40.0
3373,198986,44.157,12,15,27,12,5.285714285714286,36.0
3374,198987,39.146,18,27,7,9,14.571428571428571,5.285714285714286
3375,198988,71.187,32,56,48,94,18.142857142857142,14.571428571428571
3376,198989,47.157,94,22,27,48,49.57142857142857,18.142857142857142
3377,198990,52.167,32,80,32,56,51.285714285714285,49.57142857142857
3378,198991,42.157,56,11,67,18,47.714285714285715,51.285714285714285
3379,198992,26.126,39,56,67,67,38.857142857142854,47.714285714285715
3380,198993,21.115,22,39,48,32,54.142857142857146,38.857142857142854
3381,198994,46.157,27,12,18,48,30.428571428571427,54.142857142857146
3382,198995,42.157,39,39,22,18,20.285714285714285,30.428571428571427
3383,198996,14.084,80,56,80,48,32.57142857142857,20.285714285714285
3384,198997,27.126,32,32,39,18,58.285714285714285,32.57142857142857
3385,198998,20.105,7,15,18,12,21.285714285714285,58.285714285714285
3386,198999,15.094,32,22,39,32,18.571428571428573,21.285714285714285
3387,1989100,8.042,27,12,18,27,25.714285714285715,18.571428571428573
3388,1989101,14.084,12,9,27,22,16.428571428571427,25.714285714285715
3389,1989102,6.031,7,9,7,7,12.285714285714286,16.428571428571427
3390,1989103,17.094,7,7,9,32,8.428571428571429,12.285714285714286
3391,1989104,24.126,9,7,6,7,10.285714285714286,8.428571428571429
3392,1989105,27.126,22,18,18,15,12.428571428571429,10.285714285714286
3393,1989106,20.105,48,67,39,22,15.285714285714286,12.428571428571429
3394,1989107,10.063,5,12,12,18,40.285714285714285,15.285714285714286
3395,1989108,10.052,32,48,32,32,8.428571428571429,40.285714285714285
3396,1989109,6.031,18,18,7,7,22.428571428571427,8.428571428571429
3397,1989110,10.063,5,4,3,3,13.571428571428571,22.428571428571427
3398,1989111,7.031,9,7,5,12,3.7142857142857144,13.571428571428571
3399,1989112,7.042,12,7,7,9,10.714285714285714,3.7142857142857144
3400,1989113,12.073,18,4,4,7,8.142857142857142,10.714285714285714
3401,1989114,8.042,9,9,4,6,6.142857142857143,8.142857142857142
3402,1989115,34.146,15,9,18,27,6.428571428571429,6.142857142857143
3403,1989116,76.187,9,12,6,9,12.142857142857142,6.428571428571429
3404,1989117,49.167,11,80,67,48,10.714285714285714,12.142857142857142
3405,1989118,39.146,67,80,94,56,49.285714285714285,10.714285714285714
3406,1989119,28.126,48,48,67,56,60.57142857142857,49.285714285714285
3407,1989120,17.094,15,32,48,32,46.285714285714285,60.57142857142857
3408,1989121,10.052,39,32,48,32,28.285714285714285,46.285714285714285
3409,1989122,18.105,12,9,15,9,28.428571428571427,28.285714285714285
3410,1989123,12.073,18,18,12,15,8.714285714285714,28.428571428571427
3411,1989124,20.105,18,15,32,18,16.571428571428573,8.714285714285714
3412,1989125,44.157,32,15,15,5,17.428571428571427,16.571428571428573
3413,1989126,14.084,11,48,12,18,15.285714285714286,17.428571428571427
3414,1989127,46.157,9,22,22,12,36.714285714285715,15.285714285714286
3415,1989128,5.021,3,27,18,12,14.857142857142858,36.714285714285715
3416,1989129,5.021,5,80,56,56,25.714285714285715,14.857142857142858
3417,1989130,4.01,4,7,4,5,30.285714285714285,25.714285714285715
3418,1989131,6.031,6,4,3,7,4.857142857142857,30.285714285714285
3419,1989132,11.063,5,7,3,3,4.428571428571429,4.857142857142857
3420,1989133,9.052,12,12,7,7,4.285714285714286,4.428571428571429
3421,1989134,10.052,6,5,6,12,12.0,4.285714285714286
3422,1989135,13.073,7,4,6,18,6.857142857142857,12.0
3423,1989136,7.031,6,9,6,15,9.857142857142858,6.857142857142857
3424,1989137,7.042,6,12,18,12,11.142857142857142,9.857142857142858
3425,1989138,6.031,7,6,7,9,9.714285714285714,11.142857142857142
3426,1989139,6.021,7,4,6,6,8.142857142857142,9.714285714285714
3427,1989140,15.084,3,5,5,5,5.857142857142857,8.142857142857142
3428,1989141,8.042,6,5,6,6,5.142857142857143,5.857142857142857
3429,1989142,12.073,6,2,12,9,10.571428571428571,5.142857142857143
3430,1989143,47.157,6,4,6,6,8.571428571428571,10.571428571428571
3431,1989144,68.177,9,27,12,9,6.428571428571429,8.571428571428571
3432,1989145,24.126,56,39,80,54,11.571428571428571,6.428571428571429
3433,1989146,17.094,39,67,67,94,57.857142857142854,11.571428571428571
3434,1989147,16.094,18,18,32,18,46.857142857142854,57.857142857142854
3435,1989148,14.084,22,32,27,18,15.714285714285714,46.857142857142854
3436,1989149,14.084,12,12,18,12,21.571428571428573,15.714285714285714
3437,1989150,9.052,22,15,18,22,11.0,21.571428571428573
3438,1989151,13.073,18,15,15,12,15.0,11.0
3439,1989152,11.063,18,9,12,7,12.0,15.0
3440,1989153,19.105,12,12,18,12,10.428571428571429,12.0
3441,1989154,14.084,9,15,15,12,11.428571428571429,10.428571428571429
3442,1989155,14.084,22,18,18,18,14.285714285714286,11.428571428571429
3443,1989156,7.042,27,15,18,22,14.714285714285714,14.285714285714286
3444,1989157,11.063,7,7,5,5,20.142857142857142,14.714285714285714
3445,1989158,34.146,12,12,6,12,5.571428571428571,20.142857142857142
3446,1989159,23.115,80,39,5,4,8.857142857142858,5.571428571428571
3447,1989160,34.136,15,22,15,3,38.0,8.857142857142858
3448,1989161,78.187,94,48,80,5,11.714285714285714,38.0
3449,1989162,22.115,56,56,32,18,40.57142857142857,11.714285714285714
3450,1989163,12.073,27,39,94,32,50.285714285714285,40.57142857142857
3451,1989164,16.094,15,18,22,18,37.857142857142854,50.285714285714285
3452,1989165,50.167,6,5,12,9,16.857142857142858,37.857142857142854
3453,1989166,37.146,18,12,32,32,8.142857142857142,16.857142857142858
3454,1989167,9.052,39,48,80,56,33.142857142857146,8.142857142857142
3455,1989168,5.021,15,15,48,48,45.857142857142854,33.142857142857146
3456,1989169,5.021,0,2,3,6,23.857142857142858,45.857142857142854
3457,1989170,8.052,6,7,4,18,2.857142857142857,23.857142857142858
3458,1989171,28.126,5,3,7,5,6.714285714285714,2.857142857142857
3459,1989172,4.021,12,18,12,5,5.857142857142857,6.714285714285714
3460,1989173,5.021,5,18,56,27,15.571428571428571,5.857142857142857
3461,1989174,5.021,3,6,3,3,17.142857142857142,15.571428571428571
3462,1989175,10.052,6,7,6,5,3.857142857142857,17.142857142857142
3463,1989176,7.042,4,5,6,7,5.142857142857143,3.857142857142857
3464,1989177,8.042,9,5,6,7,7.0,5.142857142857143
3465,1989178,6.031,4,9,4,5,7.285714285714286,7.0
3466,1989179,7.031,9,12,6,9,6.428571428571429,7.285714285714286
3467,1989180,13.084,12,9,5,4,6.857142857142857,6.428571428571429
3468,1989181,10.063,12,7,5,9,6.571428571428571,6.857142857142857
3469,1989182,26.126,15,9,9,15,10.714285714285714,6.571428571428571
3470,1989183,5.021,5,7,6,3,13.285714285714286,10.714285714285714
3471,1989184,3.0,15,32,94,56,5.428571428571429,13.285714285714286
3472,1989185,3.0,2,2,2,2,31.0,5.428571428571429
3473,1989186,15.094,2,2,4,3,2.142857142857143,31.0
3474,1989187,11.063,6,2,2,4,2.5714285714285716,2.142857142857143
3475,1989188,8.042,9,22,39,32,4.142857142857143,2.5714285714285716
3476,1989189,4.01,9,7,15,18,18.428571428571427,4.142857142857143
3477,1989190,6.031,3,6,9,6,10.714285714285714,18.428571428571427
3478,1989191,11.063,9,4,3,3,4.857142857142857,10.714285714285714
3479,1989192,4.01,6,5,6,3,5.571428571428571,4.857142857142857
3480,1989193,3.01,5,12,9,12,8.0,5.571428571428571
3481,1989194,7.031,2,4,4,4,7.0,8.0
