,Year,Month,Day,Hour,Minute,Second,Lat,Long,V_rel,He,O,N2,O2,Ar,Density,H,N,Anomalous Oxygen,Exospheric Temp,Temp
0,1990.0,6.0,2.0,0.0,0.0,0.0,12.76999999999993,-91.37,7824.097603418107,5451669537420.97,2516824209770457.5,1329944632418664.8,29856408562068.71,703935753476.7125,1.3096884147350226e-10,117039639791.0168,27412083425167.51,48.37765356715994,961.4510192888396,938.6613969437933
1,1990.0,6.0,2.0,0.0,0.0,13.0,13.666994486230527,-91.50359360701668,7823.994402693252,5384420240939.299,2513746983243723.5,1343504712170672.0,30167389406255.457,718433781073.0461,1.3153578883379425e-10,115874740114.14658,27471140548887.26,50.390818469335784,961.3274866015818,939.0580815317155
2,1990.0,6.0,2.0,0.0,0.0,26.0,14.563964513105997,-91.63778210460902,7823.88475628835,5318446318070.106,2509824820473541.5,1356734010415712.8,30484024244881.453,733020996534.4056,1.3206460528743107e-10,114678811781.45804,27503117000600.258,52.547210380953814,961.1737571901144,939.4200621231666
3,1990.0,6.0,2.0,0.0,0.0,40.0,15.46090819965513,-91.77261122285915,7823.768772187945,5253461483944.433,2505009273611482.0,1369611115111369.2,30806486115723.098,747682371093.6381,1.3255302277994136e-10,113450661789.60109,27508342434773.957,54.85668802665553,960.998854166329,939.7535601798445
4,1990.0,6.0,2.0,0.0,0.0,53.0,16.357823608056464,-91.90812807039788,7823.646564623147,5189207978148.548,2499262325033587.5,1382118033840444.0,31134992869404.09,762417682956.9323,1.3299919822259978e-10,112190135771.13802,27486520001396.78,57.32984022260137,960.8118682820775,940.0650805443577
5,1990.0,6.0,2.0,0.0,1.0,6.0,17.25470873871245,-92.04438125373497,7823.518253959968,5125430963290.947,2492550955504322.0,1394241518903813.8,31469839751887.375,777227893247.7838,1.3340165764959535e-10,110897125253.08838,27437852934390.895,59.97803263409226,960.6225896369203,940.3619491725141
6,1990.0,6.0,2.0,0.0,1.0,20.0,18.151561525026697,-92.18142100373166,7823.3839665816095,5061887047709.952,2484848597929936.5,1405972978728984.0,31811393211781.945,792120612222.6199,1.337593205177296e-10,109572077470.63364,27362601965597.84,62.81345656255825,960.4413061499421,940.6521439341127
7,1990.0,6.0,2.0,0.0,1.0,33.0,19.048379827856134,-92.31929930994448,7823.243834764859,4998341524803.975,2476134408092534.0,1417308773276423.0,32160096417773.72,807107603125.4188,1.3407149899452694e-10,108215792514.0328,27261292650651.766,65.84917966178203,960.27886056718,940.9443409891074
8,1990.0,6.0,2.0,0.0,1.0,46.0,19.94516142960323,-92.45807006363657,7823.097996550692,4934569730449.998,2466393953218497.5,1428250211527238.2,32516467376375.562,822202462533.829,1.3433792134375223e-10,106828984953.13316,27134950293130.707,69.09919844298129,960.1465649853155,941.2478361777161
9,1990.0,6.0,2.0,0.0,2.0,0.0,20.841904027913234,-92.59778921032773,7822.946595609212,4870361560579.462,2455618995816648.5,1438803498143020.2,32881096577614.49,837425730201.8574,1.3455871257758543e-10,105413017832.0806,26984610582940.46,72.57849238213213,960.0561221982357,941.5724681087374
10,1990.0,6.0,2.0,0.0,2.0,13.0,21.738605228936454,-92.73851491284245,7822.789781099039,4805520722617.289,2443807234940740.5,1448979722847212.2,33254646820093.457,852802182448.2456,1.347343918942231e-10,103969583094.20677,26811534645204.09,76.30307938994498,960.0196044637062,941.9285871979362
11,1990.0,6.0,2.0,0.0,2.0,26.0,22.63526254011098,-92.88030772590537,7822.6277075213075,4739868270768.996,2430963747608463.0,1458794500368314.2,33637843984801.023,868359007991.6879,1.3486589884718716e-10,102500114505.54498,26617433196035.145,80.2900723449395,960.0492735950485,942.3268843928262
12,1990.0,6.0,2.0,0.0,2.0,40.0,23.53187336241918,-93.0232307834462,7822.460534568386,4673242653794.328,2417098790530096.5,1468267998389932.8,34031479703116.312,884129837784.3358,1.349545247585059e-10,101006779185.38536,26403954015894.332,84.55773632236743,960.1576464313592,942.7784290459011
13,1990.0,6.0,2.0,0.0,2.0,53.0,24.42843498206305,-93.16734999989393,7822.288426967496,4605501002099.117,2402228194227224.5,1477424593894437.5,34436404191502.92,900152145534.9469,1.3500191172402568e-10,99492022784.17667,26172899509863.637,89.12554607608398,960.3573853392376,943.2945534902676
14,1990.0,6.0,2.0,0.0,3.0,6.0,25.32494456150063,-93.3127342868761,7822.111554319326,4536524225421.208,2386375562060329.0,1486292180965406.8,34853509481077.133,916466373905.3274,1.3501008279675393e-10,97957830516.94672,25926436120562.918,94.01424324631431,960.661035560631,943.8866013191855
15,1990.0,6.0,2.0,0.0,3.0,20.0,26.221399129777986,-93.45945578689378,7821.930090931864,4466212679585.121,2369568005047146.5,1494902322431450.5,35283737526414.49,933118053246.9214,1.3498132443985825e-10,96406995741.79242,25666584132879.348,99.24589267346269,961.0812354613403,944.5660858717893
16,1990.0,6.0,2.0,0.0,3.0,33.0,27.117795572083242,-93.60759012571498,7821.744215649548,4394489145339.743,2351837319463571.5,1503289599219368.0,35728065441891.18,950155717286.7488,1.3491819168586555e-10,94842519236.39485,25395434027055.742,104.84393709633777,961.6305198467012,945.3444937289194
17,1990.0,6.0,2.0,0.0,3.0,46.0,28.014130618443396,-93.75721668542383,7821.554111677928,4321304585865.209,2333222876962154.5,1511490671548346.5,36187482006084.46,967631502120.2524,1.3482354457659915e-10,93266725550.99593,25115339492196.2,110.8332494026182,962.3209987478022,946.2329769145548
