,Year,Month,Day,Hour,Minute,Second,Lat,Long,V_rel,He,O,N2,O2,Ar,Density,H,N,Anomalous Oxygen,Exospheric Temp,Temp
0,2008.0,6.0,2.0,0.0,0.0,0.0,12.76999999999993,-91.37,7840.316286566179,4750960087067.939,2279224494860475.0,1757759722187702.2,103111576526161.11,1079694744760.2344,1.481651302663922e-10,631302005777.173,14917503579350.496,0.006093574396471945,684.2839413128958,669.579424942677
1,2008.0,6.0,2.0,0.0,0.0,13.0,13.667035393341889,-91.50324527729947,7840.214166376016,4671314607795.271,2278137240282070.5,1776632172655751.8,104225167538159.08,1101317885632.431,1.4907466687091487e-10,626282093454.2332,14967849375207.182,0.0062487219592930856,684.2439250942017,669.99285235965
2,2008.0,6.0,2.0,0.0,0.0,26.0,14.564046325012807,-91.6370855015017,7840.105667735094,4593498674743.309,2276235942677213.5,1794972122449491.5,105349977146233.16,1122850535579.0142,1.4993811481235e-10,621117443334.7903,15004473995881.979,0.00640876200368386,684.1829640183553,670.3761616657386
3,2008.0,6.0,2.0,0.0,0.0,39.0,15.461030913780212,-91.7715664090374,7839.990897510675,4517226242116.755,2273471722797512.0,1812747971529947.2,106486412150262.05,1144261668935.7964,1.5075272866792557e-10,615797505947.9009,15027547304859.115,0.006573825004971555,684.1077236276515,670.7338404306621
4,2008.0,6.0,2.0,0.0,0.0,53.0,16.357987221550854,-91.9067351151482,7839.869968752128,4442244137644.118,2269805820772085.5,1829932995160245.2,107635039290760.83,1165542138922.536,1.5151626154669015e-10,610316293715.1466,15036937205857.734,0.006744043030633212,684.0246349689872,671.070436340821
5,2008.0,6.0,2.0,0.0,1.0,6.0,17.254913248443042,-92.04264023324458,7839.743000580379,4368308796689.731,2265205497042886.5,1846507528673085.8,108796727767955.1,1186692046572.4585,1.5222697378140553e-10,604669774889.2002,15032615923361.848,0.006919549527411162,683.9405102420144,671.3910617099356
6,2008.0,6.0,2.0,0.0,1.0,19.0,18.151806927563513,-92.17933200140902,7839.610118071409,4295182986666.401,2259643931792165.0,1862459507379421.8,109972674751935.27,1207716329976.9487,1.52883660243477e-10,598853863382.5363,15014825839224.555,0.007100479080901789,683.8626075553735,671.701442206307
7,2008.0,6.0,2.0,0.0,1.0,32.0,19.048666119457362,-92.31686241677187,7839.4714521338965,4222644606977.118,2253101069368128.0,1877784081063753.2,111164366622245.95,1228632253105.6318,1.534856475457353e-10,592867421086.5223,14983829551864.734,0.007286967145776851,683.798429175932,672.0077372928993
8,2008.0,6.0,2.0,0.0,1.0,46.0,19.945488606199397,-92.45528537855711,7839.327139381129,4150483050535.579,2245563242682044.5,1892483985987208.8,112373599721268.6,1249464747019.7874,1.540328058057138e-10,586710353844.9683,14940068345713.236,0.007479149744777947,683.755794066381,672.3165877978644
9,2008.0,6.0,2.0,0.0,1.0,59.0,20.842272085089775,-92.59465684067135,7839.177321997314,4078502213973.6187,2237023105244044.8,1906569389136754.2,113602466224477.17,1270248620492.1633,1.5452553687121833e-10,580384908324.5219,14884069748995.463,0.007677163134599622,683.7427714022712,672.6350436381953
10,2008.0,6.0,2.0,0.0,2.0,12.0,21.739014161914216,-92.73503497479152,7839.022147598395,4006520820904.7607,2227480566359292.0,1920057592260624.5,114853333350278.16,1291024503439.2415,1.549647879207395e-10,573892409058.7513,14816615134160.574,0.007881143436785604,683.767603272108,672.9704790901438
11,2008.0,6.0,2.0,0.0,2.0,25.0,22.635712343725363,-92.87648034500569,7838.8617690875335,3934375813087.602,2216941397559796.8,1932972830722026.5,116128833139073.86,1311844772847.096,1.553519985477103e-10,567237978862.3246,14738462859459.373,0.008091226231766419,683.8386851306794,673.3305550935924
12,2008.0,6.0,2.0,0.0,2.0,39.0,23.53236403109689,-93.01905609516632,7838.696344505361,3861922075401.709,2205417840723588.0,1945345835975536.8,117431837926547.44,1332769113993.628,1.556890987720018e-10,560427408103.0939,14650511804426.2,0.008307546114205859,683.9645016262214,673.7231417107712
13,2008.0,6.0,2.0,0.0,2.0,52.0,24.42896650979689,-93.16282815023732,7838.526036875171,3789033444946.5264,2192927565303545.0,1957213500230714.0,118765446327499.6,1353865593259.3428,1.5597846272330125e-10,553469023589.5187,14553699361130.98,0.008530236207870724,684.1536164161486,674.156285901359
