,Year,Month,Day,Hour,Minute,Second,Lat,Long,V_rel,He,O,N2,O2,Ar,Density,H,N,Anomalous Oxygen,Exospheric Temp,Temp
0,2008.0,10.0,2.0,0.0,0.0,0.0,12.76999999999993,-91.37,7835.671517081149,10077112788928.445,2420759571204751.0,1153974311910992.5,61625935323127.33,485454130042.5023,1.2165892352587853e-10,624120187756.8986,15192400603610.52,0.07694164297460927,686.4122449271564,669.0403569565923
1,2008.0,10.0,2.0,0.0,0.0,13.0,13.667057078106884,-91.50334969825218,7835.5690849209095,10132979895328.531,2420223735839728.5,1156194859610575.0,61926339672031.35,485188893625.0313,1.2176323192617812e-10,622726773853.7264,15150258550379.936,0.07689466136804797,686.4994734771554,669.3342328593708
2,2008.0,10.0,2.0,0.0,0.0,26.0,14.564089693315116,-91.6372943732672,7835.460254671622,10191808781818.832,2419849743068304.5,1158676408662588.8,62271639063783.34,485090007205.403,1.2188614125186085e-10,621239513650.0344,15097602834724.176,0.07686765238633923,686.5681330122922,669.626458278969
3,2008.0,10.0,2.0,0.0,0.0,39.0,15.461095964253607,-91.77187976484134,7835.345133531397,10253185493560.527,2419599018216682.5,1161421123108207.5,62663092111547.87,485164086460.6752,1.2202680114368854e-10,619650039907.3247,15034823525561.988,0.07686057186675674,686.6239361891004,669.9202986122206
4,2008.0,10.0,2.0,0.0,0.0,53.0,16.358073952685043,-91.90715299172075,7835.223834899749,10316704391891.895,2419436419732532.0,1164430409082322.8,63101910433300.11,485425242411.00336,1.2218440722711666e-10,617953188337.6039,14961965021791.533,0.07687338015215091,686.6724742582431,670.21893387984
5,2008.0,10.0,2.0,0.0,1.0,6.0,17.255021658577167,-92.04316267097443,7835.096478266701,10381920286873.049,2419325500553753.0,1167705769893564.2,63589318850745.0,485888500959.934,1.2235812683350495e-10,616144717936.7689,14879130352514.979,0.07690604127178045,686.7195779555376,670.5257705540957
6,2008.0,10.0,2.0,0.0,1.0,19.0,18.1519370148792,-92.17995904451311,7834.963189095911,10448339472501.246,2419228236779226.0,1171248864386478.2,64126560009125.875,486567581060.2644,1.225470982482781e-10,614219327131.6187,14786640683766.053,0.07695852195323,686.7712914427876,670.8444396548401
7,2008.0,10.0,2.0,0.0,1.0,33.0,19.048817881970933,-92.31759411348202,7834.82409870195,10515436988747.717,2419106230415036.0,1175061553960799.8,64714894289916.125,487478321522.1745,1.2275045951999127e-10,612173611745.0391,14684791611007.057,0.0770307909741819,686.8338149583466,671.1787684591992
8,2008.0,10.0,2.0,0.0,1.0,46.0,19.94566204175356,-92.45612178132586,7834.6793441218,10582648601954.885,2418920160951541.0,1179146034197016.8,65355608484153.46,488636923767.8447,1.229673429183432e-10,610004992406.594,14573965773329.402,0.07712281817528807,686.9135162813262,671.5328043850758
9,2008.0,10.0,2.0,0.0,1.0,59.0,20.842467191344227,-92.59559800639727,7834.529067980758,10649372881007.602,2418630695054755.0,1183504618626003.8,66050000519542.2,490058544999.64655,1.2319689098851025e-10,607709197712.868,14454754988602.658,0.07723457327743957,687.0167952011487,671.9107147970138
10,2008.0,10.0,2.0,0.0,2.0,12.0,21.739230936335378,-92.73608096506632,7834.37341835281,10714980862712.027,2418198217667880.5,1188140075558927.0,66799398076361.95,491760359380.26843,1.2343826031415585e-10,605284653479.7659,14327701453769.943,0.07736602526330483,687.1501699345312,672.3168682629719
11,2008.0,10.0,2.0,0.0,2.0,26.0,22.635950783575364,-92.877631226385,7834.2125486156665,10778815468595.83,2417583361149732.5,1193055428219705.0,67605144000253.5,493759512709.19476,1.2369062905149412e-10,602729680548.6135,14193456488244.25,0.07751714109641421,687.3201650214152,672.7557472825968
12,2008.0,10.0,2.0,0.0,2.0,39.0,23.532624133421095,-93.02031193946635,7834.046617300543,10840195604914.217,2416746680373896.0,1198254123798976.0,68468604336793.65,496073946760.9724,1.2395319451942294e-10,600044360136.1743,14052688021773.023,0.07768788480847712,687.5333486790717,673.2319827663142
13,2008.0,10.0,2.0,0.0,2.0,52.0,24.429248271410774,-93.16418903485925,7833.875787936882,10898429353448.047,2415650909232012.5,1203739425578832.5,69391123591369.0,498721137092.40326,1.2422520613787656e-10,597225997708.4312,13906237221624.156,0.07787821595715706,687.7960654736689,673.7501303067494
14,2008.0,10.0,2.0,0.0,3.0,6.0,25.325820359296106,-93.30933144133667,7833.700228892118,10952809965100.938,2414258316994414.5,1209515175250245.2,70374071431579.03,501720071351.2473,1.2450592717852848e-10,594275796166.3505,13754857588308.729,0.07808808908053813,688.1147294531444,674.3149129584087
15,2008.0,10.0,2.0,0.0,3.0,19.0,26.222337425370476,-93.45581131966782,7833.520113206668,11002624536928.459,2412531902805035.0,1215585392442060.5,71418811032243.0,505089927474.0768,1.2479464888802151e-10,591196002250.6198,13599332328177.35,0.07831745223739107,688.4956548213129,674.9310749039994
16,2008.0,10.0,2.0,0.0,3.0,32.0,27.118796354018535,-93.60370431511791,7833.335618424303,11047176874566.234,2410438398985369.5,1221953514381033.8,72526638990158.69,508850029150.56683,1.250907343365667e-10,587985130277.7284,13440580732729.514,0.07856624530468174,688.9447524964736,675.6031178336282
17,2008.0,10.0,2.0,0.0,3.0,45.0,28.01519387440812,-93.75308983061495,7833.146926418043,11085771569721.37,2407943757675670.5,1228623452345267.5,73698851582541.72,513020518748.0189,1.2539354531734284e-10,584646539906.1727,13279408497430.947,0.07883439951567373,689.4679604819984,676.3356544240777
18,2008.0,10.0,2.0,0.0,3.0,59.0,28.911526548233113,-93.90405132274503,7832.954223211771,11117737575867.582,2405016353981796.0,1235598709722136.0,74936674262321.02,517621771862.40625,1.2570248629377347e-10,581182807992.4177,13116658377835.926,0.07912183560694368,690.0709044902908,677.1331113764
19,2008.0,10.0,2.0,0.0,4.0,12.0,29.80779075640719,-94.05667662298754,7832.757698797714,11142426185039.965,2401625226460372.5,1242882679823033.8,76241272784305.22,522674156660.3235,1.26016970115914e-10,577599010901.6575,12953125835655.0,0.0794284627878457,690.7590350806673,677.9998334034641
20,2008.0,10.0,2.0,0.0,4.0,25.0,30.703982684596298,-94.21105828688775,7832.557546949981,11159247441471.86,2397744886107131.5,1250477514002726.5,77613658124991.33,528199256858.1654,1.263364914788369e-10,573895111865.4137,12789691645125.977,0.07975417658948779,691.5372087624495,678.9397137541737
21,2008.0,10.0,2.0,0.0,4.0,39.0,31.600098307462577,-94.36729397418691,7832.353965034329,11167638174663.467,2393348566225755.0,1258385440804250.5,79054769578085.34,534218077039.25073,1.266605079158356e-10,570077154823.2711,12627100793368.984,0.0800988585646735,692.4102338271554,679.9566446178964
22,2008.0,10.0,2.0,0.0,4.0,52.0,32.496133371479694,-94.5254868633005,7832.147153814349,11167088457965.336,2388411480887461.5,1266607884441469.5,80565395444657.05,540751239189.709,1.2698848381090858e-10,566152094030.1798,12466068913889.688,0.08046237433773909,693.3825544058013,681.0542350240992
23,2008.0,10.0,2.0,0.0,5.0,5.0,33.392083376158595,-94.68574610395518,7831.937317254245,11157176535998.982,2382915263971136.0,1275144549393874.8,82146085168365.89,547821581217.1307,1.2731996337948331e-10,562120733312.3892,12307364149307.605,0.08084457137636887,694.4579339393863,682.235525626171
