,Year,Month,Day,Hour,Minute,Second,Lat,Long,V_rel,He,O,N2,O2,Ar,Density,H,N,Anomalous Oxygen,Exospheric Temp,Temp
0,2008.0,10.0,2.0,0.0,0.0,0.0,12.76999999999993,-91.37,7841.478841549301,10838006773664.707,3191399640850959.0,1855160734507701.2,104262902671341.83,953850263797.5245,1.770759005836853e-10,665383667690.7019,17625010046580.688,0.0019212186328763493,686.4122449271564,662.1083357656765
1,2008.0,10.0,2.0,0.0,0.0,17.0,13.966035671995702,-91.54775571090494,7841.341363551956,10917670939185.688,3189668644476915.5,1859306256544625.0,104913091087328.25,952731892563.733,1.7725595235992087e-10,663325194247.1228,17554178456799.865,0.0019193413842760962,686.5242270625178,662.5680048318445
2,2008.0,10.0,2.0,0.0,0.0,35.0,15.162026746778038,-91.72659608683006,7841.192617552777,11002645211125.248,3188249775134810.0,1864172657218378.8,105697507818786.7,952190484856.2689,1.774845151016797e-10,661080754084.204,17462303993408.963,0.0019183156328645577,686.6062932172088,663.0346681883657
3,2008.0,10.0,2.0,0.0,0.0,53.0,16.357968698125436,-91.90663116482597,7841.032863999943,11091882145237.521,3187024947646808.0,1869760865699222.2,106620543124054.05,952268697503.6191,1.7775873887556287e-10,658633682296.82,17349995987211.783,0.001918139127508718,686.6720777769544,663.5148167413034
4,2008.0,10.0,2.0,0.0,1.0,10.0,17.553856809712133,-92.08797559148422,7840.862382631897,11184256964468.316,3185877122106754.0,1876069553810020.5,107686444677396.78,953026524816.2556,1.780756844187411e-10,655972398734.0533,17217638191002.324,0.0019188098945179559,686.73534267314,664.0151007269648
5,2008.0,10.0,2.0,0.0,1.0,28.0,18.749686153293254,-92.27074915127156,7840.681471990994,11278508825373.178,3184684473921330.5,1883097192116218.5,108899452032759.14,954525656385.0214,1.784322829218798e-10,653086402935.7391,17065963312130.504,0.0019203261534522025,686.8104619058269,664.5427922942888
6,2008.0,10.0,2.0,0.0,1.0,46.0,19.945451565053904,-92.45507733917344,7840.490448904314,11373252049508.469,3183321351955211.5,1890842470484591.5,110263811905530.08,956832611190.7313,1.788253783109115e-10,649968878865.2792,16895888945989.29,0.0019226862274950146,686.9123045401841,665.1057794561176
7,2008.0,10.0,2.0,0.0,2.0,3.0,21.14114761987072,-92.64109198372046,7840.289647932539,11466974615369.008,3181659802993033.0,1899304614109443.8,111783782243185.94,960012714457.347,1.792517881862014e-10,646612786116.5889,16708774063272.854,0.0019258884484092446,687.0561069986198,665.712535353516
8,2008.0,10.0,2.0,0.0,2.0,21.0,22.33676860320042,-92.82893192725692,7840.079420787821,11558063689979.518,3179571891398073.5,1908483341092642.2,113463605744583.75,964133706645.2848,1.797083584550916e-10,643012422603.7524,16506246418941.664,0.0019299310560937871,687.2572515324881,666.3719961696362
9,2008.0,10.0,2.0,0.0,2.0,39.0,23.532308480272107,-93.01874377123522,7839.860135721603,11644819196278.92,3176928951591030.0,1918379272022457.0,115307512046703.11,969267576789.6389,1.8019195852492277e-10,639167221543.6697,16290016479795.453,0.0019348120927697757,687.5312477998575,667.0935777572131
10,2008.0,10.0,2.0,0.0,2.0,56.0,24.727760862214826,-93.2106826953912,7839.632176883469,11725481145440.463,3173606132052037.0,1928993306349345.5,117319637522783.4,975486113209.636,1.8069957429563676e-10,635075513106.6467,16062121597773.656,0.0019405292918412127,687.8933901333777,667.8869203476154
11,2008.0,10.0,2.0,0.0,3.0,14.0,25.923118968699544,-93.40491336092066,7839.395943652085,11798260643825.928,3169483158505736.5,1940326487055184.5,119503973766132.23,982863829007.8282,1.8122831527446542e-10,630737050371.3759,15824730952942.537,0.0019470799614999556,688.3586396490737,668.7617891394943
12,2008.0,10.0,2.0,0.0,3.0,32.0,27.118375586613087,-93.60161090925095,7839.151849939391,11861355543076.162,3164441686802569.0,1952380303572208.5,121864343185465.45,991477694136.888,1.817753528628719e-10,626158126845.6086,15579961237531.312,0.0019544608631797944,688.9416994980827,669.7281125075707
13,2008.0,10.0,2.0,0.0,3.0,49.0,28.31352302420777,-93.80096206973991,7838.900323469182,11913008622481.21,3158372999099665.0,1965155122448558.8,124404221122306.83,1001405603506.692,1.8233804796455185e-10,621342629849.4393,15330105548499.256,0.001962668085009014,689.6564870913771,670.7955288314978
14,2008.0,10.0,2.0,0.0,4.0,7.0,29.50855306008714,-94.00316639167897,7838.641805031389,11951538518889.178,3151176774029820.0,1978650029003855.5,127126654300596.33,1012727899389.8661,1.8291390250014833e-10,616295754975.8579,15077442260381.08,0.0019716969104656124,690.5161406035214,671.9733420038332
15,2008.0,10.0,2.0,0.0,4.0,25.0,30.703456886284894,-94.2084376183912,7838.376747713245,11975353802211.643,3142756742684670.5,1992862974261749.2,130034195158789.81,1025524171822.9854,1.8350044354258397e-10,611030452310.7511,14824074937671.98,0.001981541682506438,691.5331541027539,673.2705736549326
16,2008.0,10.0,2.0,0.0,4.0,42.0,31.898225044575288,-94.41700522407518,7838.105616108726,11983033832895.396,3133031127444594.5,2007788562088504.0,133128633109270.78,1039876118721.2217,1.8409538907969281e-10,605555627925.1921,14572144442788.773,0.001992195663518688,692.7187475504197,674.6953967582942
17,2008.0,10.0,2.0,0.0,5.0,0.0,33.09284735501122,-94.62911613743631,7837.828885507565,11973349604147.215,3121929362315850.5,2023417994472335.5,136410882906724.28,1055866891459.916,1.8469654866946988e-10,599881189303.0238,14323662544870.42,0.0020036508915321936,694.0829885715808,676.2551653653419
18,2008.0,10.0,2.0,0.0,5.0,18.0,34.28731283551591,-94.84503668019278,7837.547041065268,11945269261109.674,3109386668709922.5,2039739052677831.5,139880867214447.64,1073574095077.737,1.8530166900887107e-10,594025697182.2751,14080389955859.627,0.002015898033232461,695.6349272887848,677.9564574335043
19,2008.0,10.0,2.0,0.0,5.0,35.0,35.48160961115095,-95.0650547533686,7837.26057695554,11898043561185.898,3095356254073534.0,2056733834510979.8,143537195085019.97,1093078611259.0721,1.8590864124043304e-10,588001862295.1669,13844027070915.67,0.002028926234426917,697.3819945725321,679.8045248893332
20,2008.0,10.0,2.0,0.0,5.0,53.0,36.675724811441235,-95.28948231007683,7836.969995506595,11831205261809.975,3079804326486389.5,2074378930754677.8,147377031088114.66,1114460937035.68,1.8651536650364137e-10,581822950161.0375,13616082789583.514,0.0020427229687414615,699.3301992121147,681.803391318154
21,2008.0,10.0,2.0,0.0,6.0,11.0,37.86964445384253,-95.51865816045733,7836.6758063228235,11744559245648.564,3062704534269308.0,2092645235650184.2,151395927679958.75,1137789499074.0134,1.8711958784237532e-10,575511387208.6099,13397794138130.705,0.0020572738854572332,701.4841820023269,683.9558419751485
22,2008.0,10.0,2.0,0.0,6.0,28.0,39.06335331108372,-95.75295116284337,7836.378525393345,11638249913255.22,3044050370211255.5,2111496419221131.0,155587529406818.44,1163137076503.1577,1.8771913820264323e-10,569082002096.4589,13190287647013.28,0.002072562657541818,703.8468087805295,686.2630476636045
23,2008.0,10.0,2.0,0.0,6.0,46.0,40.256834759685276,-95.99276386542078,7836.078674188987,11512732651453.576,3023849154871554.0,2130889384329064.5,159943449547625.75,1190573269814.4114,1.8831179244102294e-10,562549683119.0323,12994484580652.61,0.0020885708310779626,706.4193758025872,688.7246941408005
24,2008.0,10.0,2.0,0.0,7.0,4.0,41.450070606431176,-96.23853667504699,7835.776778749268,11368747510083.494,3002117449672417.5,2150773857662912.2,164453072474769.2,1220147297529.3208,1.888951136939721e-10,555938574321.5226,12811058286767.705,0.0021052776774489698,709.2014910718952,691.3388596424154
25,2008.0,10.0,2.0,0.0,7.0,21.0,42.64304088892976,-96.49075264505655,7835.4733687609405,11207349468365.709,2978891617592419.5,2171092409374305.8,169103402748171.22,1251913676292.5388,1.8946673150768662e-10,549263778726.9193,12640557499264.807,0.0021226600497975525,712.1910484556009,694.1019791300007
