,Year,Month,Day,Hour,Minute,Second,Lat,Long,V_rel,He,O,N2,O2,Ar,Density,H,N,Anomalous Oxygen,Exospheric Temp,Temp
0,2010.0,10.0,2.0,0.0,0.0,0.0,12.76999999999993,-91.37,7841.478841549301,9665330780297.707,3167220035994371.0,1913621353632102.2,98692205780413.83,977565470703.6862,1.7886166232494162e-10,534742439436.25073,18187257528833.973,0.0019349619671472356,719.4172072258256,688.2881702742666
1,2010.0,10.0,2.0,0.0,0.0,53.0,16.360177902161194,-91.90696491749304,7841.032558872645,10021367953272.955,3179863507735971.0,1921911010645417.5,99903304202866.08,956517647105.6876,1.796479725091813e-10,536945499590.2928,18182636194138.98,0.0019495227405719605,719.1088973305775,689.3835213825267
2,2010.0,10.0,2.0,0.0,1.0,46.0,19.94986929239083,-92.45576139828171,7840.489724813292,10465346328736.318,3200374830914859.0,1933406803441618.8,101932666652544.11,928738353789.2466,1.8083225816774244e-10,538615552604.4958,18022330204924.855,0.0019751862639847133,718.0404564878561,690.1145600923309
3,2010.0,10.0,2.0,0.0,2.0,39.0,23.5389337714354,-93.01980146328822,7839.858895942203,10970536449966.736,3225658912419604.5,1947223951111417.5,104781539578948.92,897473747840.0068,1.8229212412909431e-10,538878730937.046,17742152648857.56,0.002011977369098489,716.3634335636841,690.4606288008557
4,2010.0,10.0,2.0,0.0,3.0,32.0,27.127207135495613,-93.60307397828751,7839.150018092441,11498372006474.252,3252082272505798.0,1962476587823917.5,108423106790011.3,866796183212.2279,1.838898137246872e-10,536993999375.00977,17399546706751.504,0.0020599338839853666,714.267501590985,690.4463626984265
5,2010.0,10.0,2.0,0.0,4.0,25.0,30.714492942317793,-94.21034859434764,7838.374270488533,11999825710996.38,3275762443189611.0,1978406028740109.8,112801877928614.69,840937890308.9684,1.8548557882382328e-10,532420004405.77094,17064519167558.287,0.002119063375440608,711.9731631202706,690.1504492725252
6,2010.0,10.0,2.0,0.0,5.0,18.0,34.300551062444896,-94.84745229472088,7837.543890367635,12420631192146.91,3292925366356063.0,1994453618464178.8,117829683789185.27,823802182634.5778,1.8695006363804479e-10,524871084479.8712,16807408626857.992,0.002189290909062698,709.7166221288904,689.6998378934677
7,2010.0,10.0,2.0,0.0,6.0,11.0,37.88508172370633,-95.52165432446242,7836.6719807859245,12709728098007.1,3300275098124202.5,2010286578330973.5,123380321786512.95,818711333331.8748,1.88174858182337e-10,514339338397.5185,16689324080431.434,0.00227039776114752,707.7345879792432,689.2559036618876
8,2010.0,10.0,2.0,0.0,7.0,4.0,41.467702693941995,-96.24221585233141,7835.772304575478,12829276820167.275,3295332871661155.0,2025779002860784.2,129284422681797.94,828351323869.191,1.890802712381962e-10,501077678998.6083,16756147423044.652,0.002361952114513788,706.2499750357241,688.9957421715163
9,2010.0,10.0,2.0,0.0,7.0,57.0,45.04791576867835,-97.02119584615104,7834.859067646262,12763283433995.033,3276699918817605.5,2040958607902203.2,135326694475556.94,854790496703.5332,1.8961966728781802e-10,485548140015.84735,17035070451426.584,0.0024632343729244755,705.4591601352184,689.0920630808686
10,2010.0,10.0,2.0,0.0,8.0,50.0,48.62505611316697,-97.87466661309617,7833.946695010729,12521766102353.496,3244207573264438.5,2055935809622082.5,141248129074846.5,899427910550.9122,1.897802352323335e-10,468347719183.5211,17531886460659.936,0.002573161825340983,705.5211798638704,689.6946090797334
11,2010.0,10.0,2.0,0.0,9.0,43.0,52.198213192838764,-98.82460594404932,7833.049603040795,12138855761513.434,3198937102455223.0,2070834111180317.5,146755752652982.72,962756915617.642,1.8958069489076049e-10,450127914384.4492,18227801513374.027,0.0026902198174101554,706.5490381916704,690.9151273935621
12,2010.0,10.0,2.0,0.0,10.0,36.0,55.7661027647751,-99.9019497958754,7832.181971545731,11665597247091.848,3143114558840066.5,2085739055940213.0,151541689384323.78,1043901464675.3678,1.8906698650695028e-10,431523020477.4623,19076033251833.355,0.0028124089961807227,708.6031740874676,692.8170592260861
13,2010.0,10.0,2.0,0.0,11.0,29.0,59.326850647399674,-101.15172554606602,7831.357519282217,11160172407844.533,3079905729796407.0,2100677278030009.2,155311412640549.22,1140000017931.1626,1.883072116911878e-10,413097467781.7541,20000348438862.95,0.0029372200377421475,711.6870968236387,695.4104662299253
14,2010.0,10.0,2.0,0.0,12.0,22.0,62.877608635931615,-102.64211456592011,7830.589286472815,10678775037505.229,3013147973763727.0,2115628189807343.0,157818182674868.9,1245667050437.6882,1.8738687992723597e-10,395316389469.83453,20899054842187.15,0.00306164784086955,715.7451820641032,698.652223689576
15,2010.0,10.0,2.0,0.0,13.0,15.0,66.41382966503862,-104.48140949163795,7829.889427815856,10269397821281.34,2947057829071546.5,2130560001084597.0,158897544152965.34,1352897798298.0508,1.8640489413559601e-10,378538495315.4618,21657582202908.883,0.003182255736169525,720.6625240936495,702.4509492399872
16,2010.0,10.0,2.0,0.0,14.0,8.0,69.92779430612488,-106.85205704448668,7829.269019318466,9969149503919.4,2885947159249180.5,2145470946955164.8,158493661796630.25,1451778181583.971,1.8546985051532691e-10,363027702899.659,22169758459794.227,0.0032952962669705803,726.2663214488161,706.6751885720769
17,2010.0,10.0,2.0,0.0,15.0,1.0,73.4053228252988,-110.08514690063814,7828.737882076694,9804315146284.98,2833968317345539.0,2160406844688123.8,156669431703515.9,1532103766427.1284,1.846953141265253e-10,348980856652.17834,22362892157869.14,0.003396888444643195,732.3269071915798,711.1615856330915
18,2010.0,10.0,2.0,0.0,15.0,55.0,76.81751207429431,-114.84143483951593,7828.304425865036,9791610442668.379,2794889506426009.0,2175412621588846.8,153594749463546.56,1585526002972.0757,1.8419158949141957e-10,336575893015.0725,22217664452344.16,0.0034832426564186995,738.5521094120684,715.715753614617
19,2010.0,10.0,2.0,0.0,16.0,48.0,80.09655526716473,-122.60709001377828,7827.9755150858255,9938747266831.992,2771876141663982.5,2190325585699071.5,149508872137940.84,1607357156352.0447,1.840485674205246e-10,326068852399.37573,21774075530999.03,0.003550915079273677,744.5514557922577,720.0852551141728
20,2010.0,10.0,2.0,0.0,17.0,41.0,83.05129172236325,-137.15728330920166,7827.756359271708,10240374140491.838,2767025119471516.0,2204108907267472.2,144644260743271.94,1596901262991.7656,1.842880242446994e-10,318089464125.29956,21118484268297.613,0.0035970646298555285,749.6850978349548,723.8371218574697
21,2010.0,10.0,2.0,0.0,18.0,34.0,85.06063445086627,-167.00558241104974,7827.650429937799,10660709075163.393,2780254522799312.5,2212532379958426.5,139046566180046.47,1554755957846.687,1.8471576716072135e-10,314631892057.1269,20352978761571.63,0.0036196829027949563,752.453225220768,725.871696821632
22,2010.0,10.0,2.0,0.0,19.0,27.0,84.8602778613708,150.89105886590747,7827.65940515089,11115889543054.629,2808164562060961.0,2206521964915303.8,132483386243216.94,1480436390837.8423,1.848087884069103e-10,319852870683.62994,19562727770453.062,0.003617764591914259,750.1220220236123,724.1010549799199
